"","Sample_ID","Sample_date","Sample_site","Genus_sp_lifestage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","FTG_Groups_1","biop_152_codes","biop_152_names"
"579","20200629-27-918","2020-06-29","27-918","A_harpae_wo_eggs",0,0,0,NA,"Acroperus_harpae_wo",161,"Ac.Harp"
"580","20200629-27-918","2020-06-29","27-918","A_vernalis_eggs",0,0,0,NA,"A_vernalis_eggs",994,"Cop eggs"
"581","20200629-27-918","2020-06-29","27-918","A_vernalis_w_eggs",0,0,0,NA,"A_vernalis_w",34,"Acan.vern"
"582","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"A_vernalis_w",34,"Acan.vern"
"583","20200629-27-918","2020-06-29","27-918","A_vernalis_wo_eggs",0,0,0,NA,"A_vernalis_wo",34,"Acan.vern"
"584","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"A_vernalis_wo",34,"Acan.vern"
"585","20200629-27-918","2020-06-29","27-918","Alona_eggs",0,0,0,NA,"Alona_spp_eggs",993,"Clad eggs"
"586","20200629-27-918","2020-06-29","27-918","Alona_w_eggs",0,0,0,NA,"Alona_spp_w",181,"Alona.sp"
"587","20200629-27-918","2020-06-29","27-918","Alona_wo_eggs",0,0,0,NA,"Alona_spp_wo",181,"Alona.sp"
"588","20200629-27-918","2020-06-29","27-918","Alonella_eggs",0,0,0,NA,"Alonella_spp_eggs",993,"Clad eggs"
"589","20200629-27-918","2020-06-29","27-918","Alonella_w_eggs",0,0,0,NA,"Alonella_spp_w",9997,"Alonella"
"590","20200629-27-918","2020-06-29","27-918","Alonella_wo_eggs",0,0,0,NA,"Alonella_spp_wo",9997,"Alonella"
"591","20200629-27-918","2020-06-29","27-918","Argulus_eggs",0,0,0,NA,"Argulus_spp_eggs",994,"Cop  eggs"
"592","20200629-27-918","2020-06-29","27-918","Argulus_w_eggs",0,0,0,NA,"Argulus_spp_w",9992,"othercyclo"
"593","20200629-27-918","2020-06-29","27-918","Argulus_wo_eggs",0,0,0,NA,"Argulus_spp_wo",9992,"othercyclo"
"594","20200629-27-918","2020-06-29","27-918","Ascomorpha",0,0,0,NA,"Ascomorpha sp.",9995,"rotifer"
"595","20200629-27-918","2020-06-29","27-918","Asplanchna",25,1.2207364565,0.19531783304,NA,"Asplanchna sp.",9995,"rotifer"
"596","20200629-27-918","2020-06-29","27-918","B_coregoni_eggs",0,0,0,NA,"B_coregoni_eggs",993,"Clad eggs"
"597","20200629-27-918","2020-06-29","27-918","B_coregoni_w_eggs",0,0,0,NA,"B_coregoni_w",3,"Eub.Coreg"
"598","20200629-27-918","2020-06-29","27-918","B_coregoni_wo_eggs",0,0,0,NA,"B_coregoni_wo",3,"Eub.Coreg"
"599","20200629-27-918","2020-06-29","27-918","B_deitersi_eggs",0,0,0,NA,"B_deitersi_eggs",993,"Clad eggs"
"600","20200629-27-918","2020-06-29","27-918","B_deitersi_w_eggs",0,0,0,NA,"B_deitersi_w",990,"unkclad.d"
"601","20200629-27-918","2020-06-29","27-918","B_deitersi_wo_eggs",0,0,0,NA,"B_deitersi_wo",990,"unkclad.d"
"602","20200629-27-918","2020-06-29","27-918","B_longimanus_eggs",1,0,0.02874590210121,NA,"Bythotrephes_eggs",993,"Clad eggs"
"603","20200629-27-918","2020-06-29","27-918","B_longimanus_w_eggs",1,0.0488294583,9.11643751131068,2.7195,"Bythotrephes_w",200,"Bythothre"
"604","20200629-27-918","2020-06-29","27-918","B_longimanus_wo_eggs",0,0,0,NA,"Bythotrephes_wo",200,"Bythothre"
"605","20200629-27-918","2020-06-29","27-918","B_longirostris_eggs",67,0,1.668502588734,NA,"B_longirostris_eggs",993,"Clad eggs"
"606","20200629-27-918","2020-06-29","27-918","B_longirostris_w_eggs",31,1.5137132061,2.71892981642435,0.3552,"B_longirostris_w",1,"Bo.Longer"
"607","20200629-27-918","2020-06-29","27-918","B_longirostris_wo_eggs",82,4.0040155773,3.93066849186563,0.265475,"B_longirostris_wo",1,"Bo.Longer"
"608","20200629-27-918","2020-06-29","27-918","Brachionus",20,0.9765891652,0.19531783304,NA,"Brachionus sp.",9995,"rotifer"
"609","20200629-27-918","2020-06-29","27-918","C_pengoi_eggs",0,0,0,NA,"Cercopagis_eggs",993,"Clad eggs"
"610","20200629-27-918","2020-06-29","27-918","C_pengoi_w_eggs",0,0,0,NA,"Cercopagis_w",990,"unkclad.d"
"611","20200629-27-918","2020-06-29","27-918","C_pengoi_wo_eggs",0,0,0,NA,"Cercopagis_wo",990,"unkclad.d"
"612","20200629-27-918","2020-06-29","27-918","C_scutifer_eggs",0,0,0,NA,"C_scutifer_eggs",994,"Cop eggs"
"613","20200629-27-918","2020-06-29","27-918","C_scutifer_w_eggs",0,0,0,NA,"C_scutifer_w",154,"Cy.Scut"
"614","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"C_scutifer_w",154,"Cy.Scut"
"615","20200629-27-918","2020-06-29","27-918","C_scutifer_wo_eggs",0,0,0,NA,"C_scutifer_wo",154,"Cy.Scut"
"616","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"C_scutifer_wo",154,"Cy.Scut"
"617","20200629-27-918","2020-06-29","27-918","C_strenuus_eggs",0,0,0,NA,"C_strenuus_eggs",994,"Cop  eggs"
"618","20200629-27-918","2020-06-29","27-918","C_strenuus_w_eggs",0,0,0,NA,"C_strenuus_w",9992,"othercyclo"
"619","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"C_strenuus_w",9992,"othercyclo"
"620","20200629-27-918","2020-06-29","27-918","C_strenuus_wo_eggs",0,0,0,NA,"C_strenuus_wo",9992,"othercyclo"
"621","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"C_strenuus_wo",9992,"othercyclo"
"622","20200629-27-918","2020-06-29","27-918","Calanoid_nauplii",151,7.3732481972,0.792208662723988,0.13875,"Calanoid_nauplii",83,"Cal. Naup"
"623","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"Immature_calanoids",9993,"othercala"
"624","20200629-27-918","2020-06-29","27-918","Camptocercus_eggs",0,0,0,NA,"Camptocercus_spp_eggs",993,"Clad eggs"
"625","20200629-27-918","2020-06-29","27-918","Camptocercus_w_eggs",0,0,0,NA,"Camptocercus_spp_w",9996,"Cam.rect"
"626","20200629-27-918","2020-06-29","27-918","Camptocercus_wo_eggs",0,0,0,NA,"Camptocercus_spp_wo",9996,"Cam.rect"
"627","20200629-27-918","2020-06-29","27-918","Canthocamptus_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop  eggs"
"628","20200629-27-918","2020-06-29","27-918","Canthocamptus_nauplii",0,0,0,NA,"Harpacticoid_nauplii",85,"Harp.Naup"
"629","20200629-27-918","2020-06-29","27-918","Canthocamptus_w_eggs",0,0,0,NA,"Harpacticoids_w",135,"Harpact"
"630","20200629-27-918","2020-06-29","27-918","Canthocamptus_wo_eggs",0,0,0,NA,"Harpacticoids_wo",135,"Harpact"
"631","20200629-27-918","2020-06-29","27-918","Ceriodaphnia_eggs",0,0,0,NA,"Ceriodaphnia_spp_wggs",993,"Clad eggs"
"632","20200629-27-918","2020-06-29","27-918","Ceriodaphnia_w_eggs",0,0,0,NA,"Ceriodaphnia_spp_w",189,"Cerio.sp"
"633","20200629-27-918","2020-06-29","27-918","Ceriodaphnia_wo_eggs",0,0,0,NA,"Ceriodaphnia_spp_wo",189,"Cerio.sp"
"634","20200629-27-918","2020-06-29","27-918","Chydorids_eggs",0,0,0,NA,"Chydorid_eggs",993,"Clad eggs"
"635","20200629-27-918","2020-06-29","27-918","Chydorids_w_eggs",0,0,0,NA,"Chydorids_w",13,"Ch.Sphae"
"636","20200629-27-918","2020-06-29","27-918","Chydorids_wo_eggs",0,0,0,NA,"Chydorids_wo",13,"Ch.Sphae"
"637","20200629-27-918","2020-06-29","27-918","Collotheca",0,0,0,NA,"Collotheca sp.",9995,"rotifer"
"638","20200629-27-918","2020-06-29","27-918","Conochilus",0,0,0,NA,"Conochilus sp.",9995,"rotifer"
"639","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"Cyclopidae_immature",9992,"othercyclo"
"640","20200629-27-918","2020-06-29","27-918","Cyclopoid_nauplii",36,1.7578604974,0.153982016050843,0.12395,"Cyclopoid_nauplii",82,"Cycl.Naup"
"641","20200629-27-918","2020-06-29","27-918","D_ambigua_eggs",0,0,0,NA,"D_ambigua_eggs",993,"Clad eggs"
"642","20200629-27-918","2020-06-29","27-918","D_ambigua_w_eggs",0,0,0,NA,"D_ambigua_w",113,"Daph.sp"
"643","20200629-27-918","2020-06-29","27-918","D_ambigua_wo_eggs",0,0,0,NA,"D_ambigua_wo",113,"Daph.sp"
"644","20200629-27-918","2020-06-29","27-918","D_laevis_eggs",0,0,0,NA,"D_laevis_eggs",993,"Clad eggs"
"645","20200629-27-918","2020-06-29","27-918","D_laevis_w_eggs",0,0,0,NA,"D_laevis_w",113,"Daph.sp"
"646","20200629-27-918","2020-06-29","27-918","D_laevis_wo_eggs",0,0,0,NA,"D_laevis_wo",113,"Daph.sp"
"647","20200629-27-918","2020-06-29","27-918","D_longiremis_eggs",0,0,0,NA,"D_longiremis_eggs",993,"Clad eggs"
"648","20200629-27-918","2020-06-29","27-918","D_longiremis_w_eggs",0,0,0,NA,"D_longiremis_w",7,"Da.Long"
"649","20200629-27-918","2020-06-29","27-918","D_longiremis_wo_eggs",0,0,0,NA,"D_longiremis_wo",7,"Da.Long"
"650","20200629-27-918","2020-06-29","27-918","D_lumholtzi_eggs",0,0,0,NA,"D_limholtzi_eggs",993,"Clad eggs"
"651","20200629-27-918","2020-06-29","27-918","D_lumholtzi_w_eggs",0,0,0,NA,"D_lumholtzi_w",113,"Daph.sp"
"652","20200629-27-918","2020-06-29","27-918","D_lumholtzi_wo_eggs",0,0,0,NA,"D_lumholtzi_wo",113,"Daph.sp"
"653","20200629-27-918","2020-06-29","27-918","D_mendotae_eggs",0,0,0,NA,"D_mendotae_eggs",993,"Clad eggs"
"654","20200629-27-918","2020-06-29","27-918","D_mendotae_w_eggs",0,0,0,NA,"D_mendotae_w",9,"Da.G.Men"
"655","20200629-27-918","2020-06-29","27-918","D_mendotae_wo_eggs",1,0.0488294583,1.49776182361968,2.4605,"D_mendotae_wo",9,"Da.G.Men"
"656","20200629-27-918","2020-06-29","27-918","D_nanus_eggs",0,0,0,NA,"D_nanus_eggs",994,"Cop  eggs"
"657","20200629-27-918","2020-06-29","27-918","D_nanus_w_eggs",0,0,0,NA,"D_nanus_w",9992,"othercyclo"
"658","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"D_nanus_w",9992,"othercyclo"
"659","20200629-27-918","2020-06-29","27-918","D_nanus_wo_eggs",0,0,0,NA,"D_nanus_wo",9992,"othercyclo"
"660","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"D_nanus_wo",9992,"othercyclo"
"661","20200629-27-918","2020-06-29","27-918","D_parvula_eggs",0,0,0,NA,"D_parvula_eggs",993,"Clad eggs"
"662","20200629-27-918","2020-06-29","27-918","D_parvula_w_eggs",0,0,0,NA,"D_parvula_w",125,"Da.Parv"
"663","20200629-27-918","2020-06-29","27-918","D_parvula_wo_eggs",0,0,0,NA,"D_parvula_wo",125,"Da.Parv"
"664","20200629-27-918","2020-06-29","27-918","D_pulex_eggs",0,0,0,NA,"D_pulex_eggs",993,"Clad eggs"
"665","20200629-27-918","2020-06-29","27-918","D_pulex_w_eggs",0,0,0,NA,"D_pulex_w",151,"Da.Pulex"
"666","20200629-27-918","2020-06-29","27-918","D_pulex_wo_eggs",0,0,0,NA,"D_pulex_wo",151,"Da.Pulex"
"667","20200629-27-918","2020-06-29","27-918","D_retrocurva_eggs",83,0,2.38590987245772,NA,"D_retrocurva_eggs",993,"Clad eggs"
"668","20200629-27-918","2020-06-29","27-918","D_retrocurva_w_eggs",23,1.12307754,18.5077961302036,1.6983,"D_retrocurva_w",5,"Da.Retro"
"669","20200629-27-918","2020-06-29","27-918","D_retrocurva_wo_eggs",154,7.519736572,28.6141769333875,0.942575,"D_retrocurva_wo",5,"Da.Retro"
"670","20200629-27-918","2020-06-29","27-918","D_rosea_eggs",0,0,0,NA,"D_rosea_eggs",993,"Clad eggs"
"671","20200629-27-918","2020-06-29","27-918","D_rosea_w_eggs",0,0,0,NA,"D_rosea_w",113,"Daph.sp"
"672","20200629-27-918","2020-06-29","27-918","D_rosea_wo_eggs",0,0,0,NA,"D_rosea_wo",113,"Daph.sp"
"673","20200629-27-918","2020-06-29","27-918","D_schodleri_eggs",0,0,0,NA,"D_schodleri_eggs",993,"Clad eggs"
"674","20200629-27-918","2020-06-29","27-918","D_schodleri_w_eggs",0,0,0,NA,"D_schodleri_w",113,"Daph.sp"
"675","20200629-27-918","2020-06-29","27-918","D_schodleri_wo_eggs",0,0,0,NA,"D_schodleri_wo",113,"Daph.sp"
"676","20200629-27-918","2020-06-29","27-918","D_thomasi_eggs",0,0,0,NA,"D_thomasi_eggs",994,"Cop eggs"
"677","20200629-27-918","2020-06-29","27-918","D_thomasi_w_eggs",0,0,0,NA,"D_thomasi_w",31,"Dia.Thoma"
"678","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"D_thomasi_w",31,"Dia.Thoma"
"679","20200629-27-918","2020-06-29","27-918","D_thomasi_wo_eggs",0,0,0,NA,"D_thomasi_wo",31,"Dia.Thoma"
"680","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"D_thomasi_wo",31,"Dia.Thoma"
"681","20200629-27-918","2020-06-29","27-918","Diaphanosoma_eggs",0,0,0,NA,"Diaphanosoma_spp_eggs",993,"Clad eggs"
"682","20200629-27-918","2020-06-29","27-918","Diaphanosoma_w_eggs",0,0,0,NA,"Diaphanosoma_spp_w",187,"Dia.Brach"
"683","20200629-27-918","2020-06-29","27-918","Diaphanosoma_wo_eggs",0,0,0,NA,"Diaphanosoma_spp_wo",187,"Dia.Brach"
"684","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"Diaptomidae_immature",300,"Diaptomidae.immature"
"685","20200629-27-918","2020-06-29","27-918","Dreissena_veligers",1395,68.1170942724,31.674448836666,0.145225,"Dreissena_veligers",234,"Veligers"
"686","20200629-27-918","2020-06-29","27-918","E_agilis_eggs",0,0,0,NA,"E_agilis_eggs",994,"Cop eggs"
"687","20200629-27-918","2020-06-29","27-918","E_agilis_w_eggs",0,0,0,NA,"E_agilis_w",43,"Eucyclops"
"688","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"E_agilis_w",43,"Eucyclops"
"689","20200629-27-918","2020-06-29","27-918","E_agilis_wo_eggs",0,0,0,NA,"E_agilis_wo",43,"Eucyclops"
"690","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"E_agilis_wo",43,"Eucyclops"
"691","20200629-27-918","2020-06-29","27-918","E_carolleeae_eggs",0,0,0,NA,"E_affinis_eggs",994,"Cop eggs"
"692","20200629-27-918","2020-06-29","27-918","E_carolleeae_w_eggs",0,0,0,NA,"E_affinis_w",70,"Eury.Affi"
"693","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"E_affinis_w",70,"Eury.Affi"
"694","20200629-27-918","2020-06-29","27-918","E_carolleeae_wo_eggs",0,0,0,NA,"E_affinis_wo",70,"Eury.Affi"
"695","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"E_affinis_wo",70,"Eury.Affi"
"696","20200629-27-918","2020-06-29","27-918","E_elegans_eggs",0,0,0,NA,"E_elegans_eggs",994,"Cop eggs"
"697","20200629-27-918","2020-06-29","27-918","E_elegans_w_eggs",0,0,0,NA,"E_elegans_w",43,"Eucyclops"
"698","20200629-27-918","2020-06-29","27-918","E_elegans_wo_eggs",0,0,0,NA,"E_elegans_wo",43,"Eucyclops"
"699","20200629-27-918","2020-06-29","27-918","E_lacustris",0,0,0,NA,"Epishura_spp",73,"Ep.Lacus"
"700","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"Epishura_spp",73,"Ep.Lacus"
"701","20200629-27-918","2020-06-29","27-918","E_lamellatus_eggs",0,0,0,NA,"Eurycercus_lamellatus_eggs",993,"Clad eggs"
"702","20200629-27-918","2020-06-29","27-918","E_lamellatus_w_eggs",0,0,0,NA,"Eurycercus_lamellatus_w",25,"Eury.Lam"
"703","20200629-27-918","2020-06-29","27-918","E_lamellatus_wo_eggs",0,0,0,NA,"Eurycercus_lamellatus_wo",25,"Eury.Lam"
"704","20200629-27-918","2020-06-29","27-918","E_phaleratus_eggs",0,0,0,NA,"Ectocyclops_phaleratus_eggs",994,"Cop eggs"
"705","20200629-27-918","2020-06-29","27-918","E_phaleratus_w_eggs",0,0,0,NA,"Ectocyclops_phaleratus_w",9992,"othercyclo"
"706","20200629-27-918","2020-06-29","27-918","E_phaleratus_wo_eggs",0,0,0,NA,"Ectocyclops_phaleratus_wo",9992,"othercyclo"
"707","20200629-27-918","2020-06-29","27-918","E_prionophorus_eggs",0,0,0,NA,"E_prionophorus_eggs",994,"Cop eggs"
"708","20200629-27-918","2020-06-29","27-918","E_prionophorus_w_eggs",0,0,0,NA,"E_prionophorus_w",43,"Eucyclops"
"709","20200629-27-918","2020-06-29","27-918","E_prionophorus_wo_eggs",0,0,0,NA,"E_prionophorus_wo",43,"Eucyclops"
"710","20200629-27-918","2020-06-29","27-918","E_speratus_eggs",0,0,0,NA,"E_speratus_eggs",994,"Cop eggs"
"711","20200629-27-918","2020-06-29","27-918","E_speratus_w_eggs",0,0,0,NA,"E_speratus_w",43,"Eucyclops"
"712","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"E_speratus_w",43,"Eucyclops"
"713","20200629-27-918","2020-06-29","27-918","E_speratus_wo_eggs",0,0,0,NA,"E_speratus_wo",43,"Eucyclops"
"714","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"E_speratus_wo",43,"Eucyclops"
"715","20200629-27-918","2020-06-29","27-918","Ergasilus_eggs",0,0,0,NA,"Ergasilus_eggs",994,"Cop eggs"
"716","20200629-27-918","2020-06-29","27-918","Ergasilus_w_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"717","20200629-27-918","2020-06-29","27-918","Ergasilus_wo_eggs",0,0,0,NA,"Ergasilus_wo",9992,"othercyclo"
"718","20200629-27-918","2020-06-29","27-918","Euchlanis",0,0,0,NA,"Euchlanis sp.",9995,"rotifer"
"719","20200629-27-918","2020-06-29","27-918","Eucyclops_eggs",0,0,0,NA,"Eucyclops_spp_eggs",994,"Cop eggs"
"720","20200629-27-918","2020-06-29","27-918","Eucyclops_w_eggs",0,0,0,NA,"Eucyclops_spp_w",43,"Eucyclops"
"721","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"Eucyclops_spp_w",43,"Eucyclops"
"722","20200629-27-918","2020-06-29","27-918","Eucyclops_wo_eggs",0,0,0,NA,"Eucyclops_spp_wo",43,"Eucyclops"
"723","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"Eucyclops_spp_wo",43,"Eucyclops"
"724","20200629-27-918","2020-06-29","27-918","Filinia",0,0,0,NA,"Filinia sp.",9995,"rotifer"
"725","20200629-27-918","2020-06-29","27-918","H_gibberum_eggs",0,0,0,NA,"H_gibberum_eggs",993,"Clad eggs"
"726","20200629-27-918","2020-06-29","27-918","H_gibberum_w_eggs",0,0,0,NA,"H_gibberum_w",17,"Ho.Gibber"
"727","20200629-27-918","2020-06-29","27-918","H_gibberum_wo_eggs",0,0,0,NA,"H_gibberum_wo",17,"Ho.Gibber"
"728","20200629-27-918","2020-06-29","27-918","Harpacticoid_eggs",0,0,0,NA,"Harpacticoid_eggs",994,"Cop eggs"
"729","20200629-27-918","2020-06-29","27-918","Ilyocryptus_eggs",0,0,0,NA,"Ilyocryptus_spp_eggs",993,"Clad eggs"
"730","20200629-27-918","2020-06-29","27-918","Ilyocryptus_w_eggs",0,0,0,NA,"Ilyocryptus_spp_w",150,"Il.Spinif"
"731","20200629-27-918","2020-06-29","27-918","Ilyocryptus_wo_eggs",0,0,0,NA,"Ilyocryptus_spp_wo",150,"Il.Spinif"
"732","20200629-27-918","2020-06-29","27-918","K_latissima_eggs",0,0,0,NA,"Kurzia_latissima_eggs",993,"Clad eggs"
"733","20200629-27-918","2020-06-29","27-918","K_latissima_w_eggs",0,0,0,NA,"Kurzia_latissima_w",990,"unkclad.d"
"734","20200629-27-918","2020-06-29","27-918","K_latissima_wo_eggs",0,0,0,NA,"Kurzia_latissima_wo",990,"unkclad.d"
"735","20200629-27-918","2020-06-29","27-918","K_quadrata",0,0,0,NA,"Keratella_quad",9995,"rotifer"
"736","20200629-27-918","2020-06-29","27-918","Kellicottia",0,0,0,NA,"Kellicottia sp.",9995,"rotifer"
"737","20200629-27-918","2020-06-29","27-918","Keratella",10,0.4882945826,0.053712404086,NA,"Keratella sp.",9995,"rotifer"
"738","20200629-27-918","2020-06-29","27-918","L_ashlandi_eggs",0,0,0,NA,"L_ashlandi_eggs",994,"Cop eggs"
"739","20200629-27-918","2020-06-29","27-918","L_ashlandi_w_eggs",0,0,0,NA,"L_ashlandi_w",67,"Di.Ashlan"
"740","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_ashlandi_w",67,"Di.Ashlan"
"741","20200629-27-918","2020-06-29","27-918","L_ashlandi_wo_eggs",0,0,0,NA,"L_ashlandi_wo",67,"Di.Ashlan"
"742","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_ashlandi_wo",67,"Di.Ashlan"
"743","20200629-27-918","2020-06-29","27-918","L_kindti_eggs",0,0,0,NA,"Leptodora_eggs",993,"Clad eggs"
"744","20200629-27-918","2020-06-29","27-918","L_kindti_w_eggs",0,0,0,NA,"Leptodora_w",19,"Le.Kindti"
"745","20200629-27-918","2020-06-29","27-918","L_kindti_wo_eggs",1,0.0488294583,3.08618769705058,7.215,"Leptodora_wo",19,"Le.Kindti"
"746","20200629-27-918","2020-06-29","27-918","L_macrurus_adult",0,0,0,NA,"L_macrurus_adult",52,"Li.Macrur"
"747","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_macrurus_adult",52,"Li.Macrur"
"748","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_macrurus_immature",52,"Li.Macrur"
"749","20200629-27-918","2020-06-29","27-918","L_minutus_eggs",0,0,0,NA,"L_minutus_eggs",994,"Cop eggs"
"750","20200629-27-918","2020-06-29","27-918","L_minutus_w_eggs",0,0,0,NA,"L_minutus_w",64,"Di.Minut"
"751","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_minutus_w",64,"Di.Minut"
"752","20200629-27-918","2020-06-29","27-918","L_minutus_wo_eggs",2,0.0976589166,0.2475899643802,0.7585,"L_minutus_wo",64,"Di.Minut"
"753","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_minutus_wo",64,"Di.Minut"
"754","20200629-27-918","2020-06-29","27-918","L_patella",0,0,0,NA,"Lepadella patella",9995,"rotifer"
"755","20200629-27-918","2020-06-29","27-918","L_sicilis_eggs",0,0,0,NA,"L_sicilis_eggs",994,"Cop eggs"
"756","20200629-27-918","2020-06-29","27-918","L_sicilis_w_eggs",0,0,0,NA,"L_sicilis_w",55,"Di.Sicil"
"757","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_sicilis_w",55,"Di.Sicil"
"758","20200629-27-918","2020-06-29","27-918","L_sicilis_wo_eggs",0,0,0,NA,"L_sicilis_wo",55,"Di.Sicil"
"759","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_sicilis_wo",55,"Di.Sicil"
"760","20200629-27-918","2020-06-29","27-918","L_siciloides_eggs",0,0,0,NA,"L_siciloides_eggs",994,"Cop eggs"
"761","20200629-27-918","2020-06-29","27-918","L_siciloides_w_eggs",0,0,0,NA,"L_siciloides_w",61,"Di.Sicilo"
"762","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_siciloides_w",61,"Di.Sicilo"
"763","20200629-27-918","2020-06-29","27-918","L_siciloides_wo_eggs",0,0,0,NA,"L_siciloides_wo",61,"Di.Sicilo"
"764","20200629-27-918","2020-06-29","27-918","Calanoida_immature",6,0.2929767496,0.363083966654188,0.54575,"L_siciloides_wo",61,"Di.Sicilo"
"765","20200629-27-918","2020-06-29","27-918","Lecane",0,0,0,NA,"Lecane sp.",9995,"rotifer"
"766","20200629-27-918","2020-06-29","27-918","Leydigia_eggs",0,0,0,NA,"Leydigia_eggs",993,"Clad eggs"
"767","20200629-27-918","2020-06-29","27-918","Leydigia_w_eggs",0,0,0,NA,"Leydigia_spp_w",990,"unkclad.d"
"768","20200629-27-918","2020-06-29","27-918","Leydigia_wo_eggs",0,0,0,NA,"Leydigia_spp_wo",990,"unkclad.d"
"769","20200629-27-918","2020-06-29","27-918","Loose_Bosmina_eggs",0,0,0,NA,"Lse_Bosmina_eggs",993,"Clad eggs"
"770","20200629-27-918","2020-06-29","27-918","Loose_Cladoceran_eggs",3,0,0.14872964693444,NA,"Lse_Cladoceran_eggs",993,"Clad eggs"
"771","20200629-27-918","2020-06-29","27-918","Loose_Copepod_eggs",10,0,0.05610504754074,NA,"Lse_copepod_eggs",994,"Cop eggs"
"772","20200629-27-918","2020-06-29","27-918","Loose_Daphnia_eggs",15,0,0.43118853116493,NA,"Lse_Daphnia_eggs",993,"Clad eggs"
"773","20200629-27-918","2020-06-29","27-918","M_albidus_eggs",0,0,0,NA,"M_albidus_eggs",994,"Cop eggs"
"774","20200629-27-918","2020-06-29","27-918","M_albidus_w_eggs",0,0,0,NA,"M_albidus_w",9992,"othercyclo"
"775","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"M_albidus_w",9992,"othercyclo"
"776","20200629-27-918","2020-06-29","27-918","M_albidus_wo_eggs",0,0,0,NA,"M_albidus_wo",9992,"othercyclo"
"777","20200629-27-918","2020-06-29","27-918","Cyclopoida_immature",3,0.1464883748,0.166605268207129,0.419333333333333,"M_albidus_wo",9992,"othercyclo"
"778","20200629-27-918","2020-06-29","27-918","M_edax_eggs",0,0,0,NA,"Mesocyclops_eggs",994,"Cop eggs"
"779","20200629-27-918","2020-06-29","27-918","M_edax_w_eggs",0,0,0,NA,"Mesocyclops_spp_w",40,"Meso.edax"
