"","Sample_ID","Sample_date.x","Sample_site.x","Genus_sp_lifestage","Life_stage","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg","Order1","Project","Subsampled_vol_mL","Diluted_vol_mL","Sample_date.y","Sample_site.y","Meter_1","Meter_2","Meter_B1","Meter_B2","Vol_sampled_L","Vol_sampled_L2","V1toV2ratio","V1equalsV2","Zoop_density1a","Zoop_density2","blah"
"88","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_wo_eggs","Older",8,56.8558703686156,184.611237795093,0.855625,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.873362064034033,0.873362064034033,-55.9825083045815
"89","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_wo_eggs","Younger",1,7.10698379607695,14.4313494309455,0.7585,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"90","20090713-1279_20m","2009-07-13","1279_20m","L_siciloides_wo_eggs","Younger",1,7.10698379607695,14.4313494309455,0.7585,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"91","20090713-1279_20m","2009-07-13","1279_20m","Loose_Cladoceran_eggs","Egg",6,42.6419027764617,43.2943238889415,NA,"Cladocera","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"92","20090713-1279_20m","2009-07-13","1279_20m","Loose_Copepod_eggs","Egg",165,1172.6523263527,134.737752297925,NA,"Copepoda spp.","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",18.0130925707019,18.0130925707019,-1154.63923378199
"93","20090713-1279_20m","2009-07-13","1279_20m","M_edax_eggs","Egg",120,852.838055529233,149.246659717616,NA,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",13.1004309605105,13.1004309605105,-839.737624568723
"94","20090713-1279_20m","2009-07-13","1279_20m","M_edax_w_eggs","Older",6,42.6419027764617,267.829780835581,0.9731,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"95","20090713-1279_20m","2009-07-13","1279_20m","M_edax_w_eggs","Older",6,42.6419027764617,267.829780835581,0.9731,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"96","20090713-1279_20m","2009-07-13","1279_20m","M_edax_w_eggs","Younger",1,7.10698379607695,NA,NA,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"97","20090713-1279_20m","2009-07-13","1279_20m","M_edax_w_eggs","Younger",1,7.10698379607695,NA,NA,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"98","20090713-1279_20m","2009-07-13","1279_20m","M_edax_wo_eggs","Older",60,426.419027764617,1258.0258840279,0.719818181818182,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",6.55021548025525,6.55021548025525,-419.868812284361
"99","20090713-1279_20m","2009-07-13","1279_20m","M_edax_wo_eggs","Older",60,426.419027764617,1258.0258840279,0.719818181818182,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",6.55021548025525,6.55021548025525,-419.868812284361
"100","20090713-1279_20m","2009-07-13","1279_20m","M_edax_wo_eggs","Younger",11,78.1768217568464,67.7390564944644,0.493333333333333,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.2008728380468,1.2008728380468,-76.9759489187996
"101","20090713-1279_20m","2009-07-13","1279_20m","M_edax_wo_eggs","Younger",11,78.1768217568464,67.7390564944644,0.493333333333333,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",1.2008728380468,1.2008728380468,-76.9759489187996
"102","20090713-1279_20m","2009-07-13","1279_20m","Ploesoma_sp.","Older",1,7.10698379607695,4.34947408319909,NA,"Ploima","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.109170258004254,0.109170258004254,-6.99781353807269
"103","20090713-1279_20m","2009-07-13","1279_20m","S_oregonensis_eggs","Egg",61,433.526011560694,50.0722543352601,NA,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",6.6593857382595,6.6593857382595,-426.866625822434
"104","20090713-1279_20m","2009-07-13","1279_20m","S_oregonensis_w_eggs","Older",6,42.6419027764617,334.857764382233,1.1285,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"105","20090713-1279_20m","2009-07-13","1279_20m","S_oregonensis_w_eggs","Older",6,42.6419027764617,334.857764382233,1.1285,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.655021548025525,0.655021548025525,-41.9868812284361
"106","20090713-1279_20m","2009-07-13","1279_20m","S_oregonensis_wo_eggs","Older",52,369.563157396001,2418.58637459474,1.02520833333333,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",5.67685341622122,5.67685341622122,-363.88630397978
"107","20090713-1279_20m","2009-07-13","1279_20m","S_oregonensis_wo_eggs","Older",52,369.563157396001,2418.58637459474,1.02520833333333,"Calanoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",5.67685341622122,5.67685341622122,-363.88630397978
"108","20090713-1279_20m","2009-07-13","1279_20m","T_prasinus_mexicanus_wo_eggs","Older",8,56.8558703686156,62.3264515720512,0.4255,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.873362064034033,0.873362064034033,-55.9825083045815
"109","20090713-1279_20m","2009-07-13","1279_20m","T_prasinus_mexicanus_wo_eggs","Older",8,56.8558703686156,62.3264515720512,0.4255,"Cyclopoida","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",0.873362064034033,0.873362064034033,-55.9825083045815
"110","20090713-1279_20m","2009-07-13","1279_20m","Unidentified_Rotifers","Older",2731,19409.1727470861,8520.62683597081,NA,"Rotifera spp.","LEPAS",16,6000,2009-07-13,"1279_20m",586428,586438,NA,NA,3435.0015,3435.0015,0.0153609831029186,"dif",298.143974609618,298.143974609618,-19111.0287724765
"111","20090713-1281_10m","2009-07-13","1281_10m","A_vernalis_wo_eggs","Older",23,311.353575828133,771.398615734045,0.657633333333333,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",3.10577132995644,3.10577132995644,-308.247804498176
"112","20090713-1281_10m","2009-07-13","1281_10m","A_vernalis_wo_eggs","Older",23,311.353575828133,771.398615734045,0.657633333333333,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",3.10577132995644,3.10577132995644,-308.247804498176
"113","20090713-1281_10m","2009-07-13","1281_10m","A_vernalis_wo_eggs","Younger",34,460.261807745935,541.459805790085,0.491716666666667,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",4.59114022689212,4.59114022689212,-455.670667519043
"114","20090713-1281_10m","2009-07-13","1281_10m","A_vernalis_wo_eggs","Younger",34,460.261807745935,541.459805790085,0.491716666666667,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",4.59114022689212,4.59114022689212,-455.670667519043
"115","20090713-1281_10m","2009-07-13","1281_10m","B_coregoni_eggs","Egg",8,108.29689594022,118.617590123323,NA,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
"116","20090713-1281_10m","2009-07-13","1281_10m","B_coregoni_w_eggs","Older",2,27.074223985055,80.9753591879036,0.42535,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"117","20090713-1281_10m","2009-07-13","1281_10m","B_coregoni_wo_eggs","Older",5,67.6855599626376,94.7237950727038,0.3077,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"118","20090713-1281_10m","2009-07-13","1281_10m","B_longirostris_eggs","Egg",6,81.2226719551651,41.4235626971342,NA,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.810201216510375,0.810201216510375,-80.4124707386547
"119","20090713-1281_10m","2009-07-13","1281_10m","B_longirostris_w_eggs","Older",3,40.6113359775825,48.7703339902909,0.29865,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.405100608255188,0.405100608255188,-40.2062353693273
"120","20090713-1281_10m","2009-07-13","1281_10m","B_longirostris_wo_eggs","Older",9,121.834007932748,95.0050593102339,0.24435,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.21530182476556,1.21530182476556,-120.618706107982
"121","20090713-1281_10m","2009-07-13","1281_10m","Calanoid_nauplii","Nauplii",90,1218.34007932748,321.757219603054,0.237885714285714,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",12.1530182476556,12.1530182476556,-1206.18706107982
"122","20090713-1281_10m","2009-07-13","1281_10m","Calanoida_unclass","Younger",34,460.261807745935,1025.88991558136,0.580592307692308,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",4.59114022689212,4.59114022689212,-455.670667519043
"123","20090713-1281_10m","2009-07-13","1281_10m","Cyclopoid_nauplii","Nauplii",1,13.5371119925275,2.14952859256073,0.181,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"124","20090713-1281_10m","2009-07-13","1281_10m","Cyclopoida_unclass","Younger",8,108.29689594022,66.6706937207396,0.31675,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
"125","20090713-1281_10m","2009-07-13","1281_10m","D_mendotae_wo_eggs","Older",1,13.5371119925275,43.2054866992618,0.5792,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"126","20090713-1281_10m","2009-07-13","1281_10m","D_retrocurva_eggs","Egg",33,446.724695753408,262.986828390031,NA,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",4.45610669080706,4.45610669080706,-442.268589062601
"127","20090713-1281_10m","2009-07-13","1281_10m","D_retrocurva_w_eggs","Older",10,135.371119925275,925.595972087413,1.217225,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.35033536085062,1.35033536085062,-134.020784564425
"128","20090713-1281_10m","2009-07-13","1281_10m","D_retrocurva_wo_eggs","Older",43,582.095815678683,1084.21059112444,0.740707692307692,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",5.80644205165769,5.80644205165769,-576.289373627025
"129","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_eggs","Egg",2,27.074223985055,4.54846962948924,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"130","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_w_eggs","Older",1,13.5371119925275,41.1002862909901,0.724,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"131","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_w_eggs","Older",1,13.5371119925275,41.1002862909901,0.724,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"132","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_w_eggs","Younger",1,13.5371119925275,NA,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"133","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_w_eggs","Younger",1,13.5371119925275,NA,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"134","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_wo_eggs","Older",4,54.14844797011,132.338200057574,0.645566666666667,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.54013414434025,0.54013414434025,-53.6083138257698
"135","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_wo_eggs","Older",4,54.14844797011,132.338200057574,0.645566666666667,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.54013414434025,0.54013414434025,-53.6083138257698
"136","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_wo_eggs","Younger",9,121.834007932748,128.208118633127,0.4163,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.21530182476556,1.21530182476556,-120.618706107982
"137","20090713-1281_10m","2009-07-13","1281_10m","D_thomasi_wo_eggs","Younger",9,121.834007932748,128.208118633127,0.4163,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.21530182476556,1.21530182476556,-120.618706107982
"138","20090713-1281_10m","2009-07-13","1281_10m","Diaphanosoma_eggs","Egg",64,866.375167521761,580.47136223958,NA,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",8.642146309444,8.642146309444,-857.733021212317
"139","20090713-1281_10m","2009-07-13","1281_10m","Diaphanosoma_w_eggs","Older",27,365.502023798243,1749.1487497384,0.945725,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",3.64590547429669,3.64590547429669,-361.856118323946
"140","20090713-1281_10m","2009-07-13","1281_10m","Diaphanosoma_wo_eggs","Older",47,636.244263648793,1711.62309709213,0.544508333333333,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",6.34657619599794,6.34657619599794,-629.897687452795
"141","20090713-1281_10m","2009-07-13","1281_10m","E_carolleeae_wo_eggs","Older",2,27.074223985055,90.4137815781727,0.73305,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"142","20090713-1281_10m","2009-07-13","1281_10m","E_carolleeae_wo_eggs","Older",2,27.074223985055,90.4137815781727,0.73305,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"143","20090713-1281_10m","2009-07-13","1281_10m","E_carolleeae_wo_eggs","Younger",5,67.6855599626376,67.4305604265116,0.375575,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"144","20090713-1281_10m","2009-07-13","1281_10m","E_carolleeae_wo_eggs","Younger",5,67.6855599626376,67.4305604265116,0.375575,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"145","20090713-1281_10m","2009-07-13","1281_10m","E_lacustris","Older",8,108.29689594022,676.38222275675,0.9412,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
"146","20090713-1281_10m","2009-07-13","1281_10m","E_lacustris","Older",8,108.29689594022,676.38222275675,0.9412,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
"147","20090713-1281_10m","2009-07-13","1281_10m","E_lacustris","Younger",12,162.44534391033,240.576417160178,0.4344,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.62040243302075,1.62040243302075,-160.824941477309
"148","20090713-1281_10m","2009-07-13","1281_10m","E_lacustris","Younger",12,162.44534391033,240.576417160178,0.4344,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.62040243302075,1.62040243302075,-160.824941477309
"149","20090713-1281_10m","2009-07-13","1281_10m","Kellicottia","Older",27,365.502023798243,22.6611254754911,NA,"Ploima","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",3.64590547429669,3.64590547429669,-361.856118323946
"150","20090713-1281_10m","2009-07-13","1281_10m","Keratella","Older",5,67.6855599626376,7.44541159589013,NA,"Ploima","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"151","20090713-1281_10m","2009-07-13","1281_10m","L_kindti_wo_eggs","Older",1,13.5371119925275,14.3843023753786,0.8145,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.135033536085062,0.135033536085062,-13.4020784564424
"152","20090713-1281_10m","2009-07-13","1281_10m","L_siciloides_wo_eggs","Older",5,67.6855599626376,254.467651323507,0.87966,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"153","20090713-1281_10m","2009-07-13","1281_10m","L_siciloides_wo_eggs","Older",5,67.6855599626376,254.467651323507,0.87966,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"154","20090713-1281_10m","2009-07-13","1281_10m","L_siciloides_wo_eggs","Younger",2,27.074223985055,53.3333639093204,0.75115,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"155","20090713-1281_10m","2009-07-13","1281_10m","L_siciloides_wo_eggs","Younger",2,27.074223985055,53.3333639093204,0.75115,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"156","20090713-1281_10m","2009-07-13","1281_10m","Loose_Cladoceran_eggs","Egg",2,27.074223985055,27.4884596120264,NA,"Cladocera","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.270067072170125,0.270067072170125,-26.8041569128849
"157","20090713-1281_10m","2009-07-13","1281_10m","Loose_Copepod_eggs","Egg",68,920.523615491871,105.768163420016,NA,"Copepoda spp.","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",9.18228045378425,9.18228045378425,-911.341335038087
"158","20090713-1281_10m","2009-07-13","1281_10m","M_edax_eggs","Egg",187,2531.43994260264,443.001989955463,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",25.2512712479067,25.2512712479067,-2506.18867135474
"159","20090713-1281_10m","2009-07-13","1281_10m","M_edax_w_eggs","Older",5,67.6855599626376,506.451800754458,1.04075,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"160","20090713-1281_10m","2009-07-13","1281_10m","M_edax_w_eggs","Older",5,67.6855599626376,506.451800754458,1.04075,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"161","20090713-1281_10m","2009-07-13","1281_10m","M_edax_w_eggs","Younger",3,40.6113359775825,NA,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.405100608255188,0.405100608255188,-40.2062353693273
"162","20090713-1281_10m","2009-07-13","1281_10m","M_edax_w_eggs","Younger",3,40.6113359775825,NA,NA,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.405100608255188,0.405100608255188,-40.2062353693273
"163","20090713-1281_10m","2009-07-13","1281_10m","M_edax_wo_eggs","Older",127,1719.21322305099,4925.01854086345,0.718828571428571,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",17.1492590828029,17.1492590828029,-1702.06396396819
"164","20090713-1281_10m","2009-07-13","1281_10m","M_edax_wo_eggs","Older",127,1719.21322305099,4925.01854086345,0.718828571428571,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",17.1492590828029,17.1492590828029,-1702.06396396819
"165","20090713-1281_10m","2009-07-13","1281_10m","M_edax_wo_eggs","Younger",87,1177.72874334989,931.268784696378,0.47422,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",11.7479176394004,11.7479176394004,-1165.98082571049
"166","20090713-1281_10m","2009-07-13","1281_10m","M_edax_wo_eggs","Younger",87,1177.72874334989,931.268784696378,0.47422,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",11.7479176394004,11.7479176394004,-1165.98082571049
"167","20090713-1281_10m","2009-07-13","1281_10m","Polyarthra","Older",5,67.6855599626376,50.0873143723518,NA,"Ploima","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.675167680425312,0.675167680425312,-67.0103922822123
"168","20090713-1281_10m","2009-07-13","1281_10m","Rare_Copepod_eggs","Egg",42,568.558703686155,65.3273950535393,NA,"Copepoda spp.","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",5.67140851557263,5.67140851557263,-562.887295170583
"169","20090713-1281_10m","2009-07-13","1281_10m","S_oregonensis_wo_eggs","Older",6,81.2226719551651,500.868320304361,0.99188,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.810201216510375,0.810201216510375,-80.4124707386547
"170","20090713-1281_10m","2009-07-13","1281_10m","S_oregonensis_wo_eggs","Older",6,81.2226719551651,500.868320304361,0.99188,"Calanoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.810201216510375,0.810201216510375,-80.4124707386547
"171","20090713-1281_10m","2009-07-13","1281_10m","T_prasinus_mexicanus_w_eggs","Older",3,40.6113359775825,44.2244668686959,0.42535,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.405100608255188,0.405100608255188,-40.2062353693273
"172","20090713-1281_10m","2009-07-13","1281_10m","T_prasinus_mexicanus_w_eggs","Older",3,40.6113359775825,44.2244668686959,0.42535,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",0.405100608255188,0.405100608255188,-40.2062353693273
"173","20090713-1281_10m","2009-07-13","1281_10m","T_prasinus_mexicanus_wo_eggs","Older",8,108.29689594022,66.6706937207396,0.31675,"Cyclopoida","LEPAS",7,2000,2009-07-13,"1281_10m",586418,586422,NA,NA,2115.8765,2115.8765,0.00997506234413965,"dif",1.0802682886805,1.0802682886805,-107.21662765154
