"","Sample_ID","Sample_date","Sample_site","Genus_sp_lifestage","Life_stage","Number_counted","Zoop_density","Zoop_biomass","na.rm"
"3355","20010531-29-905",2001-05-31,"29-905","C_scutifer_w_eggs","Older",0,0,0,TRUE
"3356","20010531-29-905",2001-05-31,"29-905","C_scutifer_wo_eggs","Older",0,0,0,TRUE
"3357","20010531-29-905",2001-05-31,"29-905","Calanoid_nauplii","Nauplii",37,13.9871489603642,1.14843806453405,TRUE
"3358","20010531-29-905",2001-05-31,"29-905","Calanoida_unclass","Younger",4,1.51212421193126,4.93353630818348,TRUE
"3359","20010531-29-905",2001-05-31,"29-905","Canthocamptus_nauplii","Nauplii",0,0,0,TRUE
"3360","20010531-29-905",2001-05-31,"29-905","Canthocamptus_w_eggs","Older",0,0,0,TRUE
"3361","20010531-29-905",2001-05-31,"29-905","Canthocamptus_wo_eggs","Older",0,0,0,TRUE
"3362","20010531-29-905",2001-05-31,"29-905","Ceriodaphnia_eggs","Egg",0,0,0,TRUE
"3363","20010531-29-905",2001-05-31,"29-905","Ceriodaphnia_w_eggs","Older",0,0,0,TRUE
"3364","20010531-29-905",2001-05-31,"29-905","Ceriodaphnia_wo_eggs","Older",0,0,0,TRUE
"3365","20010531-29-905",2001-05-31,"29-905","Chydorids_w_eggs","Older",0,0,0,TRUE
"3366","20010531-29-905",2001-05-31,"29-905","Chydorids_wo_eggs","Older",0,0,0,TRUE
"3367","20010531-29-905",2001-05-31,"29-905","Cyclopidae_immature","Younger",0,0,0,TRUE
"3368","20010531-29-905",2001-05-31,"29-905","Cyclopoid_nauplii","Nauplii",88,33.2667326624878,3.03822905597124,TRUE
"3369","20010531-29-905",2001-05-31,"29-905","Cyclopoida_unclass","Younger",7,2.64621737087971,1.38261291878991,TRUE
"3370","20010531-29-905",2001-05-31,"29-905","D_ambigua_w_eggs","Older",0,0,0,TRUE
"3371","20010531-29-905",2001-05-31,"29-905","D_ambigua_wo_eggs","Older",0,0,0,TRUE
"3372","20010531-29-905",2001-05-31,"29-905","D_longiremis_w_eggs","Older",0,0,0,TRUE
"3373","20010531-29-905",2001-05-31,"29-905","D_longiremis_wo_eggs","Older",0,0,0,TRUE
"3374","20010531-29-905",2001-05-31,"29-905","D_lumholtzi_w_eggs","Older",0,0,0,TRUE
"3375","20010531-29-905",2001-05-31,"29-905","D_lumholtzi_wo_eggs","Older",0,0,0,TRUE
"3376","20010531-29-905",2001-05-31,"29-905","D_mendotae_eggs","Egg",0,0,0,TRUE
"3377","20010531-29-905",2001-05-31,"29-905","D_mendotae_w_eggs","Older",0,0,0,TRUE
"3378","20010531-29-905",2001-05-31,"29-905","D_mendotae_wo_eggs","Older",0,0,0,TRUE
"3379","20010531-29-905",2001-05-31,"29-905","D_parvula_w_eggs","Older",0,0,0,TRUE
"3380","20010531-29-905",2001-05-31,"29-905","D_parvula_wo_eggs","Older",0,0,0,TRUE
"3381","20010531-29-905",2001-05-31,"29-905","D_pulex_w_eggs","Older",0,0,0,TRUE
"3382","20010531-29-905",2001-05-31,"29-905","D_pulex_wo_eggs","Older",0,0,0,TRUE
"3383","20010531-29-905",2001-05-31,"29-905","D_retrocurva_eggs","Egg",7,2.64621737087971,1.55782816623689,TRUE
"3384","20010531-29-905",2001-05-31,"29-905","D_retrocurva_w_eggs","Older",4,1.51212421193126,12.2129043197406,TRUE
"3385","20010531-29-905",2001-05-31,"29-905","D_retrocurva_wo_eggs","Older",124,46.8758505698692,150.325143026341,TRUE
"3386","20010531-29-905",2001-05-31,"29-905","D_schodleri_w_eggs","Older",0,0,0,TRUE
"3387","20010531-29-905",2001-05-31,"29-905","D_schodleri_wo_eggs","Older",0,0,0,TRUE
"3388","20010531-29-905",2001-05-31,"29-905","D_thomasi_eggs","Egg",19,7.18259000667351,1.20667512112115,TRUE
"3389","20010531-29-905",2001-05-31,"29-905","D_thomasi_w_eggs","Older",2,0.756062105965632,2.49169486609339,TRUE
"3390","20010531-29-905",2001-05-31,"29-905","D_thomasi_w_eggs","Younger",1,0.378031052982816,NA,TRUE
"3391","20010531-29-905",2001-05-31,"29-905","D_thomasi_wo_eggs","Older",25,9.45077632457041,30.4911546457725,TRUE
"3392","20010531-29-905",2001-05-31,"29-905","D_thomasi_wo_eggs","Younger",3,1.13409315894845,1.30348096192011,TRUE
"3393","20010531-29-905",2001-05-31,"29-905","Diaphanosoma_eggs","Egg",0,0,0,TRUE
"3394","20010531-29-905",2001-05-31,"29-905","Diaphanosoma_w_eggs","Older",0,0,0,TRUE
"3395","20010531-29-905",2001-05-31,"29-905","Diaphanosoma_wo_eggs","Older",2,0.756062105965632,1.79061447886627,TRUE
"3396","20010531-29-905",2001-05-31,"29-905","Diaptomidae_immature","Younger",0,0,0,TRUE
"3397","20010531-29-905",2001-05-31,"29-905","Dreissena_veligers","Veliger",726,274.450544465525,127.619503176469,TRUE
"3398","20010531-29-905",2001-05-31,"29-905","E_carolleeae_eggs","Egg",0,0,0,TRUE
"3399","20010531-29-905",2001-05-31,"29-905","E_carolleeae_w_eggs","Older",0,0,0,TRUE
"3400","20010531-29-905",2001-05-31,"29-905","E_carolleeae_w_eggs","Younger",0,0,0,TRUE
"3401","20010531-29-905",2001-05-31,"29-905","E_carolleeae_wo_eggs","Older",4,1.51212421193126,6.53231659140376,TRUE
"3402","20010531-29-905",2001-05-31,"29-905","E_carolleeae_wo_eggs","Younger",1,0.378031052982816,0.262721429358385,TRUE
"3403","20010531-29-905",2001-05-31,"29-905","E_lacustris","Older",0,0,0,TRUE
"3404","20010531-29-905",2001-05-31,"29-905","E_lacustris","Younger",0,0,0,TRUE
"3405","20010531-29-905",2001-05-31,"29-905","Ergasilus_w_eggs","Older",0,0,0,TRUE
"3406","20010531-29-905",2001-05-31,"29-905","Ergasilus_wo_eggs","Older",0,0,0,TRUE
"3407","20010531-29-905",2001-05-31,"29-905","Eucyclops_w_eggs","Older",0,0,0,TRUE
"3408","20010531-29-905",2001-05-31,"29-905","Eucyclops_w_eggs","Younger",0,0,0,TRUE
"3409","20010531-29-905",2001-05-31,"29-905","Eucyclops_wo_eggs","Older",0,0,0,TRUE
"3410","20010531-29-905",2001-05-31,"29-905","Eucyclops_wo_eggs","Younger",0,0,0,TRUE
"3411","20010531-29-905",2001-05-31,"29-905","H_gibberum_w_eggs","Older",0,0,0,TRUE
"3412","20010531-29-905",2001-05-31,"29-905","H_gibberum_wo_eggs","Older",0,0,0,TRUE
"3413","20010531-29-905",2001-05-31,"29-905","Kellicottia","Older",0,0,0,TRUE
"3414","20010531-29-905",2001-05-31,"29-905","Keratella","Older",35,13.2310868543986,1.45541955398384,TRUE
"3415","20010531-29-905",2001-05-31,"29-905","L_ashlandi_eggs","Egg",0,0,0,TRUE
"3416","20010531-29-905",2001-05-31,"29-905","L_ashlandi_w_eggs","Older",0,0,0,TRUE
"3417","20010531-29-905",2001-05-31,"29-905","L_ashlandi_w_eggs","Younger",0,0,0,TRUE
"3418","20010531-29-905",2001-05-31,"29-905","L_ashlandi_wo_eggs","Older",3,1.13409315894845,5.76496062132682,TRUE
"3419","20010531-29-905",2001-05-31,"29-905","L_ashlandi_wo_eggs","Younger",0,0,0,TRUE
"3420","20010531-29-905",2001-05-31,"29-905","L_kindti_eggs","Egg",0,0,0,TRUE
"3421","20010531-29-905",2001-05-31,"29-905","L_kindti_w_eggs","Older",0,0,0,TRUE
"3422","20010531-29-905",2001-05-31,"29-905","L_kindti_wo_eggs","Older",0,0,0,TRUE
"3423","20010531-29-905",2001-05-31,"29-905","L_macrurus_adult","Older",0,0,0,TRUE
"3424","20010531-29-905",2001-05-31,"29-905","L_macrurus_adult","Younger",0,0,0,TRUE
"3425","20010531-29-905",2001-05-31,"29-905","L_macrurus_immature","Younger",0,0,0,TRUE
"3426","20010531-29-905",2001-05-31,"29-905","L_minutus_eggs","Egg",0,0,0,TRUE
"3427","20010531-29-905",2001-05-31,"29-905","L_minutus_w_eggs","Older",0,0,0,TRUE
"3428","20010531-29-905",2001-05-31,"29-905","L_minutus_w_eggs","Younger",0,0,0,TRUE
"3429","20010531-29-905",2001-05-31,"29-905","L_minutus_wo_eggs","Older",3,1.13409315894845,2.70542676607386,TRUE
"3430","20010531-29-905",2001-05-31,"29-905","L_minutus_wo_eggs","Younger",0,0,0,TRUE
"3431","20010531-29-905",2001-05-31,"29-905","L_sicilis_eggs","Egg",0,0,0,TRUE
"3432","20010531-29-905",2001-05-31,"29-905","L_sicilis_w_eggs","Older",0,0,0,TRUE
"3433","20010531-29-905",2001-05-31,"29-905","L_sicilis_w_eggs","Younger",0,0,0,TRUE
"3434","20010531-29-905",2001-05-31,"29-905","L_sicilis_wo_eggs","Older",1,0.378031052982816,2.18133255639359,TRUE
"3435","20010531-29-905",2001-05-31,"29-905","L_sicilis_wo_eggs","Younger",0,0,0,TRUE
"3436","20010531-29-905",2001-05-31,"29-905","L_siciloides_eggs","Egg",0,0,0,TRUE
"3437","20010531-29-905",2001-05-31,"29-905","L_siciloides_w_eggs","Older",0,0,0,TRUE
"3438","20010531-29-905",2001-05-31,"29-905","L_siciloides_w_eggs","Younger",0,0,0,TRUE
"3439","20010531-29-905",2001-05-31,"29-905","L_siciloides_wo_eggs","Older",0,0,0,TRUE
"3440","20010531-29-905",2001-05-31,"29-905","L_siciloides_wo_eggs","Younger",0,0,0,TRUE
"3441","20010531-29-905",2001-05-31,"29-905","Loose_Bosmina_eggs","Egg",0,0,0,TRUE
"3442","20010531-29-905",2001-05-31,"29-905","Loose_Cladoceran_eggs","Egg",0,0,0,TRUE
"3443","20010531-29-905",2001-05-31,"29-905","Loose_Copepod_eggs","Egg",146,55.1925337354912,6.34162212620793,TRUE
"3444","20010531-29-905",2001-05-31,"29-905","Loose_Daphnia_eggs","Egg",0,0,0,TRUE
"3445","20010531-29-905",2001-05-31,"29-905","M_edax_eggs","Egg",0,0,0,TRUE
"3446","20010531-29-905",2001-05-31,"29-905","M_edax_w_eggs","Older",0,0,0,TRUE
"3447","20010531-29-905",2001-05-31,"29-905","M_edax_w_eggs","Younger",0,0,0,TRUE
"3448","20010531-29-905",2001-05-31,"29-905","M_edax_wo_eggs","Older",1,0.378031052982816,0.526433656428231,TRUE
"3449","20010531-29-905",2001-05-31,"29-905","M_edax_wo_eggs","Younger",1,0.378031052982816,0.228933039356579,TRUE
"3450","20010531-29-905",2001-05-31,"29-905","Moina_w_eggs","Older",0,0,0,TRUE
"3451","20010531-29-905",2001-05-31,"29-905","Moina_wo_eggs","Older",0,0,0,TRUE
"3452","20010531-29-905",2001-05-31,"29-905","O_birgei_w_eggs","Older",0,0,0,TRUE
"3453","20010531-29-905",2001-05-31,"29-905","O_birgei_wo_eggs","Older",0,0,0,TRUE
"3454","20010531-29-905",2001-05-31,"29-905","P_poppei_w_eggs","Older",0,0,0,TRUE
"3455","20010531-29-905",2001-05-31,"29-905","P_poppei_wo_eggs","Older",0,0,0,TRUE
"3456","20010531-29-905",2001-05-31,"29-905","Ploesoma_sp.","Older",0,0,0,TRUE
"3457","20010531-29-905",2001-05-31,"29-905","Polyarthra","Older",10,3.78031052982816,2.79742979207284,TRUE
"3458","20010531-29-905",2001-05-31,"29-905","Rare_Cladoceran_eggs","Egg",0,0,0,TRUE
"3459","20010531-29-905",2001-05-31,"29-905","Rare_Copepod_eggs","Egg",0,0,0,TRUE
"3460","20010531-29-905",2001-05-31,"29-905","S_oregonensis_eggs","Egg",0,0,0,TRUE
"3461","20010531-29-905",2001-05-31,"29-905","S_oregonensis_w_eggs","Older",0,0,0,TRUE
"3462","20010531-29-905",2001-05-31,"29-905","S_oregonensis_w_eggs","Younger",0,0,0,TRUE
"3463","20010531-29-905",2001-05-31,"29-905","S_oregonensis_wo_eggs","Older",0,0,0,TRUE
"3464","20010531-29-905",2001-05-31,"29-905","S_oregonensis_wo_eggs","Younger",0,0,0,TRUE
"3465","20010531-29-905",2001-05-31,"29-905","S_pallidus_w_eggs","Older",0,0,0,TRUE
"3466","20010531-29-905",2001-05-31,"29-905","S_pallidus_wo_eggs","Older",0,0,0,TRUE
"3467","20010531-29-905",2001-05-31,"29-905","S_reighardi_w_eggs","Older",0,0,0,TRUE
"3468","20010531-29-905",2001-05-31,"29-905","S_reighardi_wo_eggs","Older",0,0,0,TRUE
"3469","20010531-29-905",2001-05-31,"29-905","Scapholeberis_w_eggs","Older",0,0,0,TRUE
"3470","20010531-29-905",2001-05-31,"29-905","Scapholeberis_wo_eggs","Older",0,0,0,TRUE
"3471","20010531-29-905",2001-05-31,"29-905","Simocephalus_w_eggs","Older",0,0,0,TRUE
"3472","20010531-29-905",2001-05-31,"29-905","Simocephalus_wo_eggs","Older",0,0,0,TRUE
"3473","20010531-29-905",2001-05-31,"29-905","T_prasinus_mexicanus_w_eggs","Older",0,0,0,TRUE
"3474","20010531-29-905",2001-05-31,"29-905","T_prasinus_mexicanus_w_eggs","Younger",0,0,0,TRUE
"3475","20010531-29-905",2001-05-31,"29-905","T_prasinus_mexicanus_wo_eggs","Older",0,0,0,TRUE
"3476","20010531-29-905",2001-05-31,"29-905","T_prasinus_mexicanus_wo_eggs","Younger",0,0,0,TRUE
"3477","20010531-29-905",2001-05-31,"29-905","Temoridae_immature","Younger",0,0,0,TRUE
"3478","20010531-29-905",2001-05-31,"29-905","Unidentified_Cladoceran","Older",0,0,0,TRUE
"3479","20010531-29-905",2001-05-31,"29-905","Unidentified_Daphnia","Older",0,0,0,TRUE
"3480","20010531-29-905",2001-05-31,"29-905","Unidentified_Rotifers","Older",7,2.64621737087971,1.16168942581619,TRUE
"3481","20010531-3-996",2001-05-31,"3-996","A_vernalis_eggs","Egg",0,0,0,TRUE
"3482","20010531-3-996",2001-05-31,"3-996","A_vernalis_w_eggs","Older",0,0,0,TRUE
"3483","20010531-3-996",2001-05-31,"3-996","A_vernalis_w_eggs","Younger",0,0,0,TRUE
"3484","20010531-3-996",2001-05-31,"3-996","A_vernalis_wo_eggs","Older",0,0,0,TRUE
"3485","20010531-3-996",2001-05-31,"3-996","A_vernalis_wo_eggs","Younger",0,0,0,TRUE
"3486","20010531-3-996",2001-05-31,"3-996","Alona_w_eggs","Older",0,0,0,TRUE
"3487","20010531-3-996",2001-05-31,"3-996","Alona_wo_eggs","Older",0,0,0,TRUE
"3488","20010531-3-996",2001-05-31,"3-996","Asplanchna","Older",0,0,0,TRUE
"3489","20010531-3-996",2001-05-31,"3-996","B_coregoni_eggs","Egg",21,5.61077668111338,6.14548369882348,TRUE
"3490","20010531-3-996",2001-05-31,"3-996","B_coregoni_w_eggs","Older",7,1.87025889370446,6.61583727649994,TRUE
"3491","20010531-3-996",2001-05-31,"3-996","B_coregoni_wo_eggs","Older",9,2.40461857762002,5.51910913830351,TRUE
"3492","20010531-3-996",2001-05-31,"3-996","B_longimanus_w_eggs","Older",0,0,0,TRUE
"3493","20010531-3-996",2001-05-31,"3-996","B_longimanus_wo_eggs","Older",0,0,0,TRUE
"3494","20010531-3-996",2001-05-31,"3-996","B_longirostris_eggs","Egg",47,12.5574525720157,6.40430081172798,TRUE
"3495","20010531-3-996",2001-05-31,"3-996","B_longirostris_w_eggs","Older",15,4.0076976293667,12.6716900968921,TRUE
"3496","20010531-3-996",2001-05-31,"3-996","B_longirostris_wo_eggs","Older",58,15.4964308335512,18.8084573431558,TRUE
"3497","20010531-3-996",2001-05-31,"3-996","Brachionus","Older",0,0,0,TRUE
"3498","20010531-3-996",2001-05-31,"3-996","C_pengoi_w_eggs","Older",0,0,0,TRUE
"3499","20010531-3-996",2001-05-31,"3-996","C_pengoi_wo_eggs","Older",0,0,0,TRUE
"3500","20010531-3-996",2001-05-31,"3-996","C_scutifer_w_eggs","Older",0,0,0,TRUE
"3501","20010531-3-996",2001-05-31,"3-996","C_scutifer_wo_eggs","Older",0,0,0,TRUE
"3502","20010531-3-996",2001-05-31,"3-996","Calanoid_nauplii","Nauplii",144,38.4738972419203,5.22667048964218,TRUE
"3503","20010531-3-996",2001-05-31,"3-996","Calanoida_unclass","Younger",47,12.5574525720157,35.2293666119072,TRUE
"3504","20010531-3-996",2001-05-31,"3-996","Canthocamptus_nauplii","Nauplii",0,0,0,TRUE
"3505","20010531-3-996",2001-05-31,"3-996","Canthocamptus_w_eggs","Older",0,0,0,TRUE
"3506","20010531-3-996",2001-05-31,"3-996","Canthocamptus_wo_eggs","Older",0,0,0,TRUE
"3507","20010531-3-996",2001-05-31,"3-996","Ceriodaphnia_eggs","Egg",0,0,0,TRUE
"3508","20010531-3-996",2001-05-31,"3-996","Ceriodaphnia_w_eggs","Older",0,0,0,TRUE
"3509","20010531-3-996",2001-05-31,"3-996","Ceriodaphnia_wo_eggs","Older",0,0,0,TRUE
"3510","20010531-3-996",2001-05-31,"3-996","Chydorids_w_eggs","Older",0,0,0,TRUE
"3511","20010531-3-996",2001-05-31,"3-996","Chydorids_wo_eggs","Older",0,0,0,TRUE
"3512","20010531-3-996",2001-05-31,"3-996","Cyclopidae_immature","Younger",0,0,0,TRUE
"3513","20010531-3-996",2001-05-31,"3-996","Cyclopoid_nauplii","Nauplii",177,47.290832026527,7.36628025064839,TRUE
"3514","20010531-3-996",2001-05-31,"3-996","Cyclopoida_unclass","Younger",27,7.21385573286006,3.55290276150586,TRUE
"3515","20010531-3-996",2001-05-31,"3-996","D_ambigua_w_eggs","Older",0,0,0,TRUE
"3516","20010531-3-996",2001-05-31,"3-996","D_ambigua_wo_eggs","Older",0,0,0,TRUE
"3517","20010531-3-996",2001-05-31,"3-996","D_longiremis_w_eggs","Older",0,0,0,TRUE
"3518","20010531-3-996",2001-05-31,"3-996","D_longiremis_wo_eggs","Older",0,0,0,TRUE
"3519","20010531-3-996",2001-05-31,"3-996","D_lumholtzi_w_eggs","Older",0,0,0,TRUE
"3520","20010531-3-996",2001-05-31,"3-996","D_lumholtzi_wo_eggs","Older",0,0,0,TRUE
"3521","20010531-3-996",2001-05-31,"3-996","D_mendotae_eggs","Egg",8,2.13743873566224,1.25831018368436,TRUE
"3522","20010531-3-996",2001-05-31,"3-996","D_mendotae_w_eggs","Older",2,0.53435968391556,6.4527251058595,TRUE
"3523","20010531-3-996",2001-05-31,"3-996","D_mendotae_wo_eggs","Older",4,1.06871936783112,8.49751521859373,TRUE
"3524","20010531-3-996",2001-05-31,"3-996","D_parvula_w_eggs","Older",0,0,0,TRUE
"3525","20010531-3-996",2001-05-31,"3-996","D_parvula_wo_eggs","Older",0,0,0,TRUE
"3526","20010531-3-996",2001-05-31,"3-996","D_pulex_w_eggs","Older",0,0,0,TRUE
"3527","20010531-3-996",2001-05-31,"3-996","D_pulex_wo_eggs","Older",0,0,0,TRUE
"3528","20010531-3-996",2001-05-31,"3-996","D_retrocurva_eggs","Egg",6,1.60307905174668,0.94373263776327,TRUE
"3529","20010531-3-996",2001-05-31,"3-996","D_retrocurva_w_eggs","Older",3,0.80153952587334,6.20271664894755,TRUE
"3530","20010531-3-996",2001-05-31,"3-996","D_retrocurva_wo_eggs","Older",18,4.80923715524004,8.5194542420533,TRUE
"3531","20010531-3-996",2001-05-31,"3-996","D_schodleri_w_eggs","Older",1,0.26717984195778,2.76835541816993,TRUE
"3532","20010531-3-996",2001-05-31,"3-996","D_schodleri_wo_eggs","Older",0,0,0,TRUE
"3533","20010531-3-996",2001-05-31,"3-996","D_thomasi_eggs","Egg",0,0,0,TRUE
"3534","20010531-3-996",2001-05-31,"3-996","D_thomasi_w_eggs","Older",14,3.74051778740892,7.45397827866833,TRUE
"3535","20010531-3-996",2001-05-31,"3-996","D_thomasi_w_eggs","Younger",94,25.1149051440313,28.4471983880458,TRUE
"3536","20010531-3-996",2001-05-31,"3-996","D_thomasi_wo_eggs","Older",1,0.26717984195778,0.894391619809977,TRUE
"3537","20010531-3-996",2001-05-31,"3-996","D_thomasi_wo_eggs","Younger",4,1.06871936783112,1.59275925608188,TRUE
"3538","20010531-3-996",2001-05-31,"3-996","Diaphanosoma_eggs","Egg",4,1.06871936783112,0.71604197644685,TRUE
"3539","20010531-3-996",2001-05-31,"3-996","Diaphanosoma_w_eggs","Older",1,0.26717984195778,1.53736993980558,TRUE
"3540","20010531-3-996",2001-05-31,"3-996","Diaphanosoma_wo_eggs","Older",2,0.53435968391556,1.64058216453226,TRUE
"3541","20010531-3-996",2001-05-31,"3-996","Diaptomidae_immature","Younger",0,0,0,TRUE
"3542","20010531-3-996",2001-05-31,"3-996","Dreissena_veligers","Veliger",1,0.26717984195778,0.124238626510368,TRUE
"3543","20010531-3-996",2001-05-31,"3-996","E_carolleeae_eggs","Egg",73,19.5041284629179,2.25272683746702,TRUE
"3544","20010531-3-996",2001-05-31,"3-996","E_carolleeae_w_eggs","Older",0,0,0,TRUE
"3545","20010531-3-996",2001-05-31,"3-996","E_carolleeae_w_eggs","Younger",0,0,0,TRUE
"3546","20010531-3-996",2001-05-31,"3-996","E_carolleeae_wo_eggs","Older",0,0,0,TRUE
"3547","20010531-3-996",2001-05-31,"3-996","E_carolleeae_wo_eggs","Younger",0,0,0,TRUE
"3548","20010531-3-996",2001-05-31,"3-996","E_lacustris","Older",2,0.53435968391556,4.06351004707441,TRUE
"3549","20010531-3-996",2001-05-31,"3-996","E_lacustris","Younger",0,0,0,TRUE
"3550","20010531-3-996",2001-05-31,"3-996","Ergasilus_w_eggs","Older",0,0,0,TRUE
"3551","20010531-3-996",2001-05-31,"3-996","Ergasilus_wo_eggs","Older",0,0,0,TRUE
"3552","20010531-3-996",2001-05-31,"3-996","Eucyclops_w_eggs","Older",0,0,0,TRUE
"3553","20010531-3-996",2001-05-31,"3-996","Eucyclops_w_eggs","Younger",0,0,0,TRUE
"3554","20010531-3-996",2001-05-31,"3-996","Eucyclops_wo_eggs","Older",0,0,0,TRUE
"3555","20010531-3-996",2001-05-31,"3-996","Eucyclops_wo_eggs","Younger",0,0,0,TRUE
"3556","20010531-3-996",2001-05-31,"3-996","H_gibberum_w_eggs","Older",0,0,0,TRUE
"3557","20010531-3-996",2001-05-31,"3-996","H_gibberum_wo_eggs","Older",0,0,0,TRUE
"3558","20010531-3-996",2001-05-31,"3-996","Kellicottia","Older",83,22.1759268824957,1.37490746671474,TRUE
"3559","20010531-3-996",2001-05-31,"3-996","Keratella","Older",38,10.1528339943956,1.11681173938352,TRUE
"3560","20010531-3-996",2001-05-31,"3-996","L_ashlandi_eggs","Egg",0,0,0,TRUE
"3561","20010531-3-996",2001-05-31,"3-996","L_ashlandi_w_eggs","Older",0,0,0,TRUE
"3562","20010531-3-996",2001-05-31,"3-996","L_ashlandi_w_eggs","Younger",0,0,0,TRUE
"3563","20010531-3-996",2001-05-31,"3-996","L_ashlandi_wo_eggs","Older",5,1.3358992097889,6.88844571638954,TRUE
"3564","20010531-3-996",2001-05-31,"3-996","L_ashlandi_wo_eggs","Younger",0,0,0,TRUE
"3565","20010531-3-996",2001-05-31,"3-996","L_kindti_eggs","Egg",0,0,0,TRUE
"3566","20010531-3-996",2001-05-31,"3-996","L_kindti_w_eggs","Older",0,0,0,TRUE
"3567","20010531-3-996",2001-05-31,"3-996","L_kindti_wo_eggs","Older",1,0.26717984195778,4.25879431735972,TRUE
"3568","20010531-3-996",2001-05-31,"3-996","L_macrurus_adult","Older",0,0,0,TRUE
"3569","20010531-3-996",2001-05-31,"3-996","L_macrurus_adult","Younger",0,0,0,TRUE
"3570","20010531-3-996",2001-05-31,"3-996","L_macrurus_immature","Younger",0,0,0,TRUE
"3571","20010531-3-996",2001-05-31,"3-996","L_minutus_eggs","Egg",0,0,0,TRUE
"3572","20010531-3-996",2001-05-31,"3-996","L_minutus_w_eggs","Older",0,0,0,TRUE
"3573","20010531-3-996",2001-05-31,"3-996","L_minutus_w_eggs","Younger",0,0,0,TRUE
"3574","20010531-3-996",2001-05-31,"3-996","L_minutus_wo_eggs","Older",1,0.26717984195778,1.26466520274739,TRUE
"3575","20010531-3-996",2001-05-31,"3-996","L_minutus_wo_eggs","Younger",0,0,0,TRUE
"3576","20010531-3-996",2001-05-31,"3-996","L_sicilis_eggs","Egg",0,0,0,TRUE
"3577","20010531-3-996",2001-05-31,"3-996","L_sicilis_w_eggs","Older",0,0,0,TRUE
"3578","20010531-3-996",2001-05-31,"3-996","L_sicilis_w_eggs","Younger",0,0,0,TRUE
"3579","20010531-3-996",2001-05-31,"3-996","L_sicilis_wo_eggs","Older",1,0.26717984195778,2.51291704181676,TRUE
"3580","20010531-3-996",2001-05-31,"3-996","L_sicilis_wo_eggs","Younger",0,0,0,TRUE
"3581","20010531-3-996",2001-05-31,"3-996","L_siciloides_eggs","Egg",0,0,0,TRUE
"3582","20010531-3-996",2001-05-31,"3-996","L_siciloides_w_eggs","Older",0,0,0,TRUE
"3583","20010531-3-996",2001-05-31,"3-996","L_siciloides_w_eggs","Younger",0,0,0,TRUE
"3584","20010531-3-996",2001-05-31,"3-996","L_siciloides_wo_eggs","Older",2,0.53435968391556,3.74778348208086,TRUE
"3585","20010531-3-996",2001-05-31,"3-996","L_siciloides_wo_eggs","Younger",0,0,0,TRUE
"3586","20010531-3-996",2001-05-31,"3-996","Loose_Bosmina_eggs","Egg",0,0,0,TRUE
"3587","20010531-3-996",2001-05-31,"3-996","Loose_Cladoceran_eggs","Egg",1,0.26717984195778,0.271267693539734,TRUE
"3588","20010531-3-996",2001-05-31,"3-996","Loose_Copepod_eggs","Egg",0,0,0,TRUE
"3589","20010531-3-996",2001-05-31,"3-996","Loose_Daphnia_eggs","Egg",0,0,0,TRUE
"3590","20010531-3-996",2001-05-31,"3-996","M_edax_eggs","Egg",0,0,0,TRUE
"3591","20010531-3-996",2001-05-31,"3-996","M_edax_w_eggs","Older",0,0,0,TRUE
"3592","20010531-3-996",2001-05-31,"3-996","M_edax_w_eggs","Younger",0,0,0,TRUE
"3593","20010531-3-996",2001-05-31,"3-996","M_edax_wo_eggs","Older",2,0.53435968391556,1.81032975177385,TRUE
"3594","20010531-3-996",2001-05-31,"3-996","M_edax_wo_eggs","Younger",0,0,0,TRUE
"3595","20010531-3-996",2001-05-31,"3-996","Moina_w_eggs","Older",0,0,0,TRUE
"3596","20010531-3-996",2001-05-31,"3-996","Moina_wo_eggs","Older",0,0,0,TRUE
"3597","20010531-3-996",2001-05-31,"3-996","O_birgei_w_eggs","Older",0,0,0,TRUE
"3598","20010531-3-996",2001-05-31,"3-996","O_birgei_wo_eggs","Older",0,0,0,TRUE
"3599","20010531-3-996",2001-05-31,"3-996","P_poppei_w_eggs","Older",0,0,0,TRUE
"3600","20010531-3-996",2001-05-31,"3-996","P_poppei_wo_eggs","Older",0,0,0,TRUE
"3601","20010531-3-996",2001-05-31,"3-996","Ploesoma_sp.","Older",0,0,0,TRUE
"3602","20010531-3-996",2001-05-31,"3-996","Polyarthra","Older",36,9.61847431048008,7.11767098975526,TRUE
"3603","20010531-3-996",2001-05-31,"3-996","Rare_Cladoceran_eggs","Egg",1,0.26717984195778,0.157288772960545,TRUE
"3604","20010531-3-996",2001-05-31,"3-996","Rare_Copepod_eggs","Egg",0,0,0,TRUE
"3605","20010531-3-996",2001-05-31,"3-996","S_oregonensis_eggs","Egg",34,9.08411462656452,1.0492152393682,TRUE
"3606","20010531-3-996",2001-05-31,"3-996","S_oregonensis_w_eggs","Older",2,0.53435968391556,4.74116917590353,TRUE
"3607","20010531-3-996",2001-05-31,"3-996","S_oregonensis_w_eggs","Younger",0,0,0,TRUE
"3608","20010531-3-996",2001-05-31,"3-996","S_oregonensis_wo_eggs","Older",8,2.13743873566224,14.1576546010712,TRUE
"3609","20010531-3-996",2001-05-31,"3-996","S_oregonensis_wo_eggs","Younger",0,0,0,TRUE
"3610","20010531-3-996",2001-05-31,"3-996","S_pallidus_w_eggs","Older",0,0,0,TRUE
