"","Sample_ID","biop_152_names","Sample_date","Sample_site","biop_152_codes","Number_counted","Zoop_density","Zoop_biomass","Zoop_len_avg"
"5343","20040920-27-918","Cal. Naup",2004-09-20,"27-918","83",24,1.3381000322103,0.325002113704966,0.2244
"5344","20040920-27-918","Cerio.sp",2004-09-20,"27-918","189",0,0,0,NA
"5345","20040920-27-918","Ch.Sphae",2004-09-20,"27-918","13",0,0,0,NA
"5346","20040920-27-918","Clad eggs",2004-09-20,"27-918","993",31,1.72837920827163,1.65701944863722,NA
"5347","20040920-27-918","Cop eggs",2004-09-20,"27-918","994",144,8.02860019326179,0.926165937294358,NA
"5348","20040920-27-918","Cy.Scut",2004-09-20,"27-918","154",0,0,0,NA
"5349","20040920-27-918","Cycl.Naup",2004-09-20,"27-918","82",6,0.334525008052574,0.0978056906338048,0.2618
"5350","20040920-27-918","Da.G.Men",2004-09-20,"27-918","9",0,0,0,NA
"5351","20040920-27-918","Da.Long",2004-09-20,"27-918","7",0,0,0,NA
"5352","20040920-27-918","Da.Parv",2004-09-20,"27-918","125",0,0,0,NA
"5353","20040920-27-918","Da.Pulex",2004-09-20,"27-918","151",0,0,0,NA
"5354","20040920-27-918","Da.Retro",2004-09-20,"27-918","5",108,6.02145014494634,13.4824447747561,0.980711111111111
"5355","20040920-27-918","Daph.sp",2004-09-20,"27-918","113",0,0,0,NA
"5356","20040920-27-918","Di.Ashlan",2004-09-20,"27-918","67",0,0,0,NA
"5357","20040920-27-918","Di.Minut",2004-09-20,"27-918","64",2,0.111508336017525,0.267905650735297,0.748
"5358","20040920-27-918","Di.Oregon",2004-09-20,"27-918","58",12,0.669050016105149,3.76529929060025,0.950583333333333
"5359","20040920-27-918","Di.Reigh",2004-09-20,"27-918","79",0,0,0,NA
"5360","20040920-27-918","Di.Sicil",2004-09-20,"27-918","55",0,0,0,NA
"5361","20040920-27-918","Di.Sicilo",2004-09-20,"27-918","61",94,5.24089179282367,23.8898067708588,0.94435
"5362","20040920-27-918","Dia.Birg",2004-09-20,"27-918","15",0,0,0,NA
"5363","20040920-27-918","Dia.Brach",2004-09-20,"27-918","187",36,2.00715004831545,6.23460531599538,0.754233333333333
"5364","20040920-27-918","Dia.Thoma",2004-09-20,"27-918","31",0,0,0,NA
"5365","20040920-27-918","Ep.Lacus",2004-09-20,"27-918","73",0,0,0,NA
"5366","20040920-27-918","Eub.Coreg",2004-09-20,"27-918","3",120,6.69050016105149,16.9570581715859,0.4301
"5367","20040920-27-918","Eucyclops",2004-09-20,"27-918","43",0,0,0,NA
"5368","20040920-27-918","Eury.Affi",2004-09-20,"27-918","70",0,0,0,NA
"5369","20040920-27-918","Harp.Naup",2004-09-20,"27-918","85",0,0,0,NA
"5370","20040920-27-918","Harpact",2004-09-20,"27-918","135",0,0,0,NA
"5371","20040920-27-918","Ho.Gibber",2004-09-20,"27-918","17",0,0,0,NA
"5372","20040920-27-918","Le.Kindti",2004-09-20,"27-918","19",1,0.0557541680087624,0.19376431038287,1.5334
"5373","20040920-27-918","Li.Macrur",2004-09-20,"27-918","52",0,0,0,NA
"5374","20040920-27-918","Meso.edax",2004-09-20,"27-918","40",132,7.35955017715664,27.1355865135305,0.790075
"5375","20040920-27-918","othercala",2004-09-20,"27-918","9993",65,3.62402092056956,5.12261182241744,0.708106666666667
"5376","20040920-27-918","othercyclo",2004-09-20,"27-918","9992",88,4.90636678477109,5.7380050889548,0.517366666666667
"5377","20040920-27-918","Pa.F.Pop",2004-09-20,"27-918","186",0,0,0,NA
"5378","20040920-27-918","rotifer",2004-09-20,"27-918","9995",0,0,0,NA
"5379","20040920-27-918","Sc.Kingi",2004-09-20,"27-918","191",0,0,0,NA
"5380","20040920-27-918","Simo.Ser",2004-09-20,"27-918","168",0,0,0,NA
"5381","20040920-27-918","unkclad.d",2004-09-20,"27-918","990",0,0,0,NA
"5382","20040920-27-918","Veligers",2004-09-20,"27-918","234",13,0.724804184113911,0.337033945612969,NA
"5383","20040920-37-890","Acan.vern",2004-09-20,"37-890","34",2,0.137333020214047,0.261394278509382,0.5984
"5384","20040920-37-890","Alona.sp",2004-09-20,"37-890","181",0,0,0,NA
"5385","20040920-37-890","Bo.Longer",2004-09-20,"37-890","1",0,0,0,NA
"5386","20040920-37-890","Cal. Naup",2004-09-20,"37-890","83",6,0.411999060642142,0.0855404196369542,0.2057
"5387","20040920-37-890","Cerio.sp",2004-09-20,"37-890","189",0,0,0,NA
"5388","20040920-37-890","Ch.Sphae",2004-09-20,"37-890","13",0,0,0,NA
"5389","20040920-37-890","Clad eggs",2004-09-20,"37-890","993",25,1.71666275267559,1.32970636826948,NA
"5390","20040920-37-890","Cop eggs",2004-09-20,"37-890","994",88,6.04265288941808,0.696608011733733,NA
"5391","20040920-37-890","Cy.Scut",2004-09-20,"37-890","154",0,0,0,NA
"5392","20040920-37-890","Cycl.Naup",2004-09-20,"37-890","82",0,0,0,NA
"5393","20040920-37-890","Da.G.Men",2004-09-20,"37-890","9",0,0,0,NA
"5394","20040920-37-890","Da.Long",2004-09-20,"37-890","7",0,0,0,NA
"5395","20040920-37-890","Da.Parv",2004-09-20,"37-890","125",0,0,0,NA
"5396","20040920-37-890","Da.Pulex",2004-09-20,"37-890","151",0,0,0,NA
"5397","20040920-37-890","Da.Retro",2004-09-20,"37-890","5",113,7.75931564209367,25.6071520665602,1.1407
"5398","20040920-37-890","Daph.sp",2004-09-20,"37-890","113",0,0,0,NA
"5399","20040920-37-890","Di.Ashlan",2004-09-20,"37-890","67",0,0,0,NA
"5400","20040920-37-890","Di.Minut",2004-09-20,"37-890","64",8,0.549332080856189,1.09946427319008,0.7106
"5401","20040920-37-890","Di.Oregon",2004-09-20,"37-890","58",0,0,0,NA
"5402","20040920-37-890","Di.Reigh",2004-09-20,"37-890","79",3,0.205999530321071,0.950714115353241,0.8602
"5403","20040920-37-890","Di.Sicil",2004-09-20,"37-890","55",0,0,0,NA
"5404","20040920-37-890","Di.Sicilo",2004-09-20,"37-890","61",78,5.35598778834784,22.7787732095929,0.90695
"5405","20040920-37-890","Dia.Birg",2004-09-20,"37-890","15",0,0,0,NA
"5406","20040920-37-890","Dia.Brach",2004-09-20,"37-890","187",31,2.12866181331773,5.80028807537181,0.703921428571429
"5407","20040920-37-890","Dia.Thoma",2004-09-20,"37-890","31",0,0,0,NA
"5408","20040920-37-890","Ep.Lacus",2004-09-20,"37-890","73",6,0.411999060642142,3.70630426737478,1.18433333333333
"5409","20040920-37-890","Eub.Coreg",2004-09-20,"37-890","3",18,1.23599718192643,2.90969724973272,0.412646666666667
"5410","20040920-37-890","Eucyclops",2004-09-20,"37-890","43",0,0,0,NA
"5411","20040920-37-890","Eury.Affi",2004-09-20,"37-890","70",4,0.274666040428094,1.03675338350464,0.7854
"5412","20040920-37-890","Harp.Naup",2004-09-20,"37-890","85",0,0,0,NA
"5413","20040920-37-890","Harpact",2004-09-20,"37-890","135",0,0,0,NA
"5414","20040920-37-890","Ho.Gibber",2004-09-20,"37-890","17",0,0,0,NA
"5415","20040920-37-890","Le.Kindti",2004-09-20,"37-890","19",0,0,0,NA
"5416","20040920-37-890","Li.Macrur",2004-09-20,"37-890","52",0,0,0,NA
"5417","20040920-37-890","Meso.edax",2004-09-20,"37-890","40",126,8.65198027348498,26.9946381927906,0.758685714285714
"5418","20040920-37-890","othercala",2004-09-20,"37-890","9993",27,1.85399577288964,2.02268620210348,0.538144444444444
"5419","20040920-37-890","othercyclo",2004-09-20,"37-890","9992",24,1.64799624256857,1.72643891938806,0.4114
"5420","20040920-37-890","Pa.F.Pop",2004-09-20,"37-890","186",0,0,0,NA
"5421","20040920-37-890","rotifer",2004-09-20,"37-890","9995",4,0.274666040428094,0.0769064913198664,NA
"5422","20040920-37-890","Sc.Kingi",2004-09-20,"37-890","191",0,0,0,NA
"5423","20040920-37-890","Simo.Ser",2004-09-20,"37-890","168",0,0,0,NA
"5424","20040920-37-890","unkclad.d",2004-09-20,"37-890","990",0,0,0,NA
"5425","20040920-37-890","Veligers",2004-09-20,"37-890","234",0,0,0,NA
"5426","20050504-1279_20m","Acan.vern",2005-05-04,"1279_20m","34",0,0,0,NA
"5427","20050504-1279_20m","Alona.sp",2005-05-04,"1279_20m","181",0,0,0,NA
"5428","20050504-1279_20m","Bo.Longer",2005-05-04,"1279_20m","1",16,0.258759223432088,0.458225811557144,0.350071428571429
"5429","20050504-1279_20m","Cal. Naup",2005-05-04,"1279_20m","83",555,8.97571056280056,0.988855896777396,0.141375
"5430","20050504-1279_20m","Cerio.sp",2005-05-04,"1279_20m","189",0,0,0,NA
"5431","20050504-1279_20m","Ch.Sphae",2005-05-04,"1279_20m","13",0,0,0,NA
"5432","20050504-1279_20m","Clad eggs",2005-05-04,"1279_20m","993",6,0.097034708787033,0.106282116534437,NA
"5433","20050504-1279_20m","Cop eggs",2005-05-04,"1279_20m","994",928,15.0080349590611,1.724432920267,NA
"5434","20050504-1279_20m","Cy.Scut",2005-05-04,"1279_20m","154",0,0,0,NA
"5435","20050504-1279_20m","Cycl.Naup",2005-05-04,"1279_20m","82",1599,25.8597498917443,2.64007956090618,0.13572
"5436","20050504-1279_20m","Da.G.Men",2005-05-04,"1279_20m","9",4,0.064689805858022,0.229774834738946,0.615766666666667
"5437","20050504-1279_20m","Da.Long",2005-05-04,"1279_20m","7",0,0,0,NA
"5438","20050504-1279_20m","Da.Parv",2005-05-04,"1279_20m","125",1,0.0161724514645055,0.0157866511320431,0.6032
"5439","20050504-1279_20m","Da.Pulex",2005-05-04,"1279_20m","151",0,0,0,NA
"5440","20050504-1279_20m","Da.Retro",2005-05-04,"1279_20m","5",0,0,0,NA
"5441","20050504-1279_20m","Daph.sp",2005-05-04,"1279_20m","113",0,0,0,NA
"5442","20050504-1279_20m","Di.Ashlan",2005-05-04,"1279_20m","67",6,0.097034708787033,0.624515705377851,1.00533333333333
"5443","20050504-1279_20m","Di.Minut",2005-05-04,"1279_20m","64",14,0.226414320503077,0.601009686387771,0.7917
"5444","20050504-1279_20m","Di.Oregon",2005-05-04,"1279_20m","58",24,0.388138835148132,2.46602289592811,1.008475
"5445","20050504-1279_20m","Di.Reigh",2005-05-04,"1279_20m","79",0,0,0,NA
"5446","20050504-1279_20m","Di.Sicil",2005-05-04,"1279_20m","55",0,0,0,NA
"5447","20050504-1279_20m","Di.Sicilo",2005-05-04,"1279_20m","61",2,0.032344902929011,0.109939361636016,0.8671
"5448","20050504-1279_20m","Dia.Birg",2005-05-04,"1279_20m","15",0,0,0,NA
"5449","20050504-1279_20m","Dia.Brach",2005-05-04,"1279_20m","187",0,0,0,NA
"5450","20050504-1279_20m","Dia.Thoma",2005-05-04,"1279_20m","31",206,3.33152500168813,12.5778733181925,0.800077777777778
"5451","20050504-1279_20m","Ep.Lacus",2005-05-04,"1279_20m","73",2,0.032344902929011,0.373933733891554,1.3949
"5452","20050504-1279_20m","Eub.Coreg",2005-05-04,"1279_20m","3",5,0.0808622573225275,0.350215149609598,0.5042375
"5453","20050504-1279_20m","Eucyclops",2005-05-04,"1279_20m","43",0,0,0,NA
"5454","20050504-1279_20m","Eury.Affi",2005-05-04,"1279_20m","70",0,0,0,NA
"5455","20050504-1279_20m","Harp.Naup",2005-05-04,"1279_20m","85",0,0,0,NA
"5456","20050504-1279_20m","Harpact",2005-05-04,"1279_20m","135",0,0,0,NA
"5457","20050504-1279_20m","Ho.Gibber",2005-05-04,"1279_20m","17",0,0,0,NA
"5458","20050504-1279_20m","Le.Kindti",2005-05-04,"1279_20m","19",0,0,0,NA
"5459","20050504-1279_20m","Li.Macrur",2005-05-04,"1279_20m","52",0,0,0,NA
"5460","20050504-1279_20m","Meso.edax",2005-05-04,"1279_20m","40",6,0.097034708787033,0.269478595536456,0.73515
"5461","20050504-1279_20m","othercala",2005-05-04,"1279_20m","9993",15,0.242586771967583,0.503270122101611,0.6701175
"5462","20050504-1279_20m","othercyclo",2005-05-04,"1279_20m","9992",22,0.355793932219121,0.441447993361895,0.442975
"5463","20050504-1279_20m","Pa.F.Pop",2005-05-04,"1279_20m","186",0,0,0,NA
"5464","20050504-1279_20m","rotifer",2005-05-04,"1279_20m","9995",171,2.76548920043044,1.16089091102513,NA
"5465","20050504-1279_20m","Sc.Kingi",2005-05-04,"1279_20m","191",0,0,0,NA
"5466","20050504-1279_20m","Simo.Ser",2005-05-04,"1279_20m","168",0,0,0,NA
"5467","20050504-1279_20m","unkclad.d",2005-05-04,"1279_20m","990",0,0,0,NA
"5468","20050504-1279_20m","Veligers",2005-05-04,"1279_20m","234",0,0,0,NA
"5469","20050504-1281_10m","Acan.vern",2005-05-04,"1281_10m","34",0,0,0,NA
"5470","20050504-1281_10m","Alona.sp",2005-05-04,"1281_10m","181",0,0,0,NA
"5471","20050504-1281_10m","Bo.Longer",2005-05-04,"1281_10m","1",7,0.0492258617910091,0.0938129367856522,0.432
"5472","20050504-1281_10m","Cal. Naup",2005-05-04,"1281_10m","83",211,1.48380811970042,0.209934856926859,0.162
"5473","20050504-1281_10m","Cerio.sp",2005-05-04,"1281_10m","189",0,0,0,NA
"5474","20050504-1281_10m","Ch.Sphae",2005-05-04,"1281_10m","13",0,0,0,NA
"5475","20050504-1281_10m","Clad eggs",2005-05-04,"1281_10m","993",5,0.0351613298507208,0.0179322782238676,NA
"5476","20050504-1281_10m","Cop eggs",2005-05-04,"1281_10m","994",16,0.112516255522307,0.0189027309277475,NA
"5477","20050504-1281_10m","Cy.Scut",2005-05-04,"1281_10m","154",0,0,0,NA
"5478","20050504-1281_10m","Cycl.Naup",2005-05-04,"1281_10m","82",925,6.50484602238335,0.814502025243679,0.153
"5479","20050504-1281_10m","Da.G.Men",2005-05-04,"1281_10m","9",1,0.00703226597014416,0.0340485542711133,0.756
"5480","20050504-1281_10m","Da.Long",2005-05-04,"1281_10m","7",0,0,0,NA
"5481","20050504-1281_10m","Da.Parv",2005-05-04,"1281_10m","125",0,0,0,NA
"5482","20050504-1281_10m","Da.Pulex",2005-05-04,"1281_10m","151",0,0,0,NA
"5483","20050504-1281_10m","Da.Retro",2005-05-04,"1281_10m","5",0,0,0,NA
"5484","20050504-1281_10m","Daph.sp",2005-05-04,"1281_10m","113",0,0,0,NA
"5485","20050504-1281_10m","Di.Ashlan",2005-05-04,"1281_10m","67",0,0,0,NA
"5486","20050504-1281_10m","Di.Minut",2005-05-04,"1281_10m","64",2,0.0140645319402883,0.0291677372935783,0.72
"5487","20050504-1281_10m","Di.Oregon",2005-05-04,"1281_10m","58",0,0,0,NA
"5488","20050504-1281_10m","Di.Reigh",2005-05-04,"1281_10m","79",0,0,0,NA
"5489","20050504-1281_10m","Di.Sicil",2005-05-04,"1281_10m","55",0,0,0,NA
"5490","20050504-1281_10m","Di.Sicilo",2005-05-04,"1281_10m","61",4,0.0281290638805767,0.10232458729114,0.882
"5491","20050504-1281_10m","Dia.Birg",2005-05-04,"1281_10m","15",0,0,0,NA
"5492","20050504-1281_10m","Dia.Brach",2005-05-04,"1281_10m","187",0,0,0,NA
"5493","20050504-1281_10m","Dia.Thoma",2005-05-04,"1281_10m","31",22,0.154709851343172,0.345348473818607,0.6228
"5494","20050504-1281_10m","Ep.Lacus",2005-05-04,"1281_10m","73",0,0,0,NA
"5495","20050504-1281_10m","Eub.Coreg",2005-05-04,"1281_10m","3",3,0.0210967979104325,0.0432362556329758,0.36
"5496","20050504-1281_10m","Eucyclops",2005-05-04,"1281_10m","43",0,0,0,NA
"5497","20050504-1281_10m","Eury.Affi",2005-05-04,"1281_10m","70",0,0,0,NA
"5498","20050504-1281_10m","Harp.Naup",2005-05-04,"1281_10m","85",0,0,0,NA
"5499","20050504-1281_10m","Harpact",2005-05-04,"1281_10m","135",0,0,0,NA
"5500","20050504-1281_10m","Ho.Gibber",2005-05-04,"1281_10m","17",0,0,0,NA
"5501","20050504-1281_10m","Le.Kindti",2005-05-04,"1281_10m","19",0,0,0,NA
"5502","20050504-1281_10m","Li.Macrur",2005-05-04,"1281_10m","52",0,0,0,NA
"5503","20050504-1281_10m","Meso.edax",2005-05-04,"1281_10m","40",0,0,0,NA
"5504","20050504-1281_10m","othercala",2005-05-04,"1281_10m","9993",34,0.239097042984902,0.639286806075961,0.721230769230769
"5505","20050504-1281_10m","othercyclo",2005-05-04,"1281_10m","9992",97,0.682129799103984,0.501582185768095,0.432
"5506","20050504-1281_10m","Pa.F.Pop",2005-05-04,"1281_10m","186",0,0,0,NA
"5507","20050504-1281_10m","rotifer",2005-05-04,"1281_10m","9995",668,4.6975536680563,2.02286646764182,NA
"5508","20050504-1281_10m","Sc.Kingi",2005-05-04,"1281_10m","191",0,0,0,NA
"5509","20050504-1281_10m","Simo.Ser",2005-05-04,"1281_10m","168",0,0,0,NA
"5510","20050504-1281_10m","unkclad.d",2005-05-04,"1281_10m","990",0,0,0,NA
"5511","20050504-1281_10m","Veligers",2005-05-04,"1281_10m","234",52,0.365677830447497,0.170040191158086,NA
"5512","20050504-37-890","Acan.vern",2005-05-04,"37-890","34",16,0.0511293798278917,0.217595812698994,0.807833333333333
"5513","20050504-37-890","Alona.sp",2005-05-04,"37-890","181",0,0,0,NA
"5514","20050504-37-890","Bo.Longer",2005-05-04,"37-890","1",21,0.0671073110241078,0.0991690310605503,0.333
"5515","20050504-37-890","Cal. Naup",2005-05-04,"37-890","83",21,0.0671073110241078,0.0274481998013372,0.302166666666667
"5516","20050504-37-890","Cerio.sp",2005-05-04,"37-890","189",0,0,0,NA
"5517","20050504-37-890","Ch.Sphae",2005-05-04,"37-890","13",0,0,0,NA
"5518","20050504-37-890","Clad eggs",2005-05-04,"37-890","993",13,0.041542621110162,0.0308751151263202,NA
"5519","20050504-37-890","Cop eggs",2005-05-04,"37-890","994",11,0.0351514486316755,0.00403890144777952,NA
"5520","20050504-37-890","Cy.Scut",2005-05-04,"37-890","154",0,0,0,NA
"5521","20050504-37-890","Cycl.Naup",2005-05-04,"37-890","82",9,0.0287602761531891,0.0070388591087678,0.222
"5522","20050504-37-890","Da.G.Men",2005-05-04,"37-890","9",4,0.0127823449569729,0.0685485797806723,0.78625
"5523","20050504-37-890","Da.Long",2005-05-04,"37-890","7",0,0,0,NA
"5524","20050504-37-890","Da.Parv",2005-05-04,"37-890","125",0,0,0,NA
"5525","20050504-37-890","Da.Pulex",2005-05-04,"37-890","151",0,0,0,NA
"5526","20050504-37-890","Da.Retro",2005-05-04,"37-890","5",3,0.00958675871772969,0.0111588500033518,0.641333333333333
"5527","20050504-37-890","Daph.sp",2005-05-04,"37-890","113",0,0,0,NA
"5528","20050504-37-890","Di.Ashlan",2005-05-04,"37-890","67",2,0.00639117247848646,0.0366840258433076,0.962
"5529","20050504-37-890","Di.Minut",2005-05-04,"37-890","64",0,0,0,NA
"5530","20050504-37-890","Di.Oregon",2005-05-04,"37-890","58",16,0.0511293798278917,0.378051163271963,1.0915
"5531","20050504-37-890","Di.Reigh",2005-05-04,"37-890","79",0,0,0,NA
"5532","20050504-37-890","Di.Sicil",2005-05-04,"37-890","55",14,0.0447382073494052,0.390475256388179,1.184
"5533","20050504-37-890","Di.Sicilo",2005-05-04,"37-890","61",2,0.00639117247848646,0.0238094508796188,0.888
"5534","20050504-37-890","Dia.Birg",2005-05-04,"37-890","15",0,0,0,NA
"5535","20050504-37-890","Dia.Brach",2005-05-04,"37-890","187",30,0.0958675871772969,0.210291000366667,0.448111111111111
"5536","20050504-37-890","Dia.Thoma",2005-05-04,"37-890","31",24,0.0766940697418375,0.343901080559742,0.877428571428571
"5537","20050504-37-890","Ep.Lacus",2005-05-04,"37-890","73",0,0,0,NA
"5538","20050504-37-890","Eub.Coreg",2005-05-04,"37-890","3",0,0,0,NA
"5539","20050504-37-890","Eucyclops",2005-05-04,"37-890","43",0,0,0,NA
"5540","20050504-37-890","Eury.Affi",2005-05-04,"37-890","70",2,0.00639117247848646,0.050846584521208,1.184
"5541","20050504-37-890","Harp.Naup",2005-05-04,"37-890","85",0,0,0,NA
"5542","20050504-37-890","Harpact",2005-05-04,"37-890","135",5,0.0159779311962162,0.0354331512572306,0.6105
"5543","20050504-37-890","Ho.Gibber",2005-05-04,"37-890","17",0,0,0,NA
"5544","20050504-37-890","Le.Kindti",2005-05-04,"37-890","19",0,0,0,NA
"5545","20050504-37-890","Li.Macrur",2005-05-04,"37-890","52",0,0,0,NA
"5546","20050504-37-890","Meso.edax",2005-05-04,"37-890","40",0,0,0,NA
"5547","20050504-37-890","othercala",2005-05-04,"37-890","9993",59,0.188539588115351,0.643769830668929,1.07382222222222
"5548","20050504-37-890","othercyclo",2005-05-04,"37-890","9992",76,0.242864554182485,0.349892396301791,0.5106
"5549","20050504-37-890","Pa.F.Pop",2005-05-04,"37-890","186",0,0,0,NA
"5550","20050504-37-890","rotifer",2005-05-04,"37-890","9995",136,0.434599728537079,0.144277523115593,NA
"5551","20050504-37-890","Sc.Kingi",2005-05-04,"37-890","191",0,0,0,NA
"5552","20050504-37-890","Simo.Ser",2005-05-04,"37-890","168",0,0,0,NA
"5553","20050504-37-890","unkclad.d",2005-05-04,"37-890","990",0,0,0,NA
"5554","20050504-37-890","Veligers",2005-05-04,"37-890","234",1,0.00319558623924323,0.0014859476012481,NA
"5555","20050518-27-918","Acan.vern",2005-05-18,"27-918","34",2,0.0142764269601043,0.0317281901810019,0.6358
"5556","20050518-27-918","Alona.sp",2005-05-18,"27-918","181",0,0,0,NA
"5557","20050518-27-918","Bo.Longer",2005-05-18,"27-918","1",0,0,0,NA
"5558","20050518-27-918","Cal. Naup",2005-05-18,"27-918","83",20,0.142764269601043,0.0804129641070318,0.367766666666667
"5559","20050518-27-918","Cerio.sp",2005-05-18,"27-918","189",0,0,0,NA
"5560","20050518-27-918","Ch.Sphae",2005-05-18,"27-918","13",0,0,0,NA
"5561","20050518-27-918","Clad eggs",2005-05-18,"27-918","993",6,0.042829280880313,0.0434845688777818,NA
"5562","20050518-27-918","Cop eggs",2005-05-18,"27-918","994",3,0.0214146404401565,0.00246054218657398,NA
"5563","20050518-27-918","Cy.Scut",2005-05-18,"27-918","154",0,0,0,NA
"5564","20050518-27-918","Cycl.Naup",2005-05-18,"27-918","82",4,0.0285528539202087,0.00930067073584962,0.2805
"5565","20050518-27-918","Da.G.Men",2005-05-18,"27-918","9",1,0.00713821348005217,0.0889874034996768,1.3838
"5566","20050518-27-918","Da.Long",2005-05-18,"27-918","7",0,0,0,NA
"5567","20050518-27-918","Da.Parv",2005-05-18,"27-918","125",0,0,0,NA
"5568","20050518-27-918","Da.Pulex",2005-05-18,"27-918","151",0,0,0,NA
"5569","20050518-27-918","Da.Retro",2005-05-18,"27-918","5",6,0.042829280880313,0.0536643564308149,0.64328
"5570","20050518-27-918","Daph.sp",2005-05-18,"27-918","113",0,0,0,NA
"5571","20050518-27-918","Di.Ashlan",2005-05-18,"27-918","67",0,0,0,NA
"5572","20050518-27-918","Di.Minut",2005-05-18,"27-918","64",2,0.0142764269601043,0.0414007758198356,0.7854
"5573","20050518-27-918","Di.Oregon",2005-05-18,"27-918","58",8,0.0571057078404174,0.411092872563259,1.0659
"5574","20050518-27-918","Di.Reigh",2005-05-18,"27-918","79",0,0,0,NA
"5575","20050518-27-918","Di.Sicil",2005-05-18,"27-918","55",4,0.0285528539202087,0.365994299704012,1.4399
"5576","20050518-27-918","Di.Sicilo",2005-05-18,"27-918","61",0,0,0,NA
"5577","20050518-27-918","Dia.Birg",2005-05-18,"27-918","15",0,0,0,NA
"5578","20050518-27-918","Dia.Brach",2005-05-18,"27-918","187",0,0,0,NA
"5579","20050518-27-918","Dia.Thoma",2005-05-18,"27-918","31",18,0.128487842640939,0.287570825947517,0.6171
"5580","20050518-27-918","Ep.Lacus",2005-05-18,"27-918","73",0,0,0,NA
"5581","20050518-27-918","Eub.Coreg",2005-05-18,"27-918","3",0,0,0,NA
"5582","20050518-27-918","Eucyclops",2005-05-18,"27-918","43",0,0,0,NA
"5583","20050518-27-918","Eury.Affi",2005-05-18,"27-918","70",2,0.0142764269601043,0.109329456800394,1.1594
"5584","20050518-27-918","Harp.Naup",2005-05-18,"27-918","85",0,0,0,NA
"5585","20050518-27-918","Harpact",2005-05-18,"27-918","135",1,0.00713821348005217,0.00859208962958891,0.4488
"5586","20050518-27-918","Ho.Gibber",2005-05-18,"27-918","17",0,0,0,NA
"5587","20050518-27-918","Le.Kindti",2005-05-18,"27-918","19",0,0,0,NA
"5588","20050518-27-918","Li.Macrur",2005-05-18,"27-918","52",0,0,0,NA
"5589","20050518-27-918","Meso.edax",2005-05-18,"27-918","40",2,0.0142764269601043,0.120251447194759,1.0846
"5590","20050518-27-918","othercala",2005-05-18,"27-918","9993",23,0.1641789100412,0.628643192206444,0.789933333333333
"5591","20050518-27-918","othercyclo",2005-05-18,"27-918","9992",40,0.285528539202087,0.425228948540924,0.50116
"5592","20050518-27-918","Pa.F.Pop",2005-05-18,"27-918","186",0,0,0,NA
"5593","20050518-27-918","rotifer",2005-05-18,"27-918","9995",54,0.385463527922817,0.165406682759769,NA
"5594","20050518-27-918","Sc.Kingi",2005-05-18,"27-918","191",0,0,0,NA
"5595","20050518-27-918","Simo.Ser",2005-05-18,"27-918","168",0,0,0,NA
"5596","20050518-27-918","unkclad.d",2005-05-18,"27-918","990",0,0,0,NA
"5597","20050518-27-918","Veligers",2005-05-18,"27-918","234",0,0,0,NA
"5598","20050601-1279_20m","Acan.vern",2005-06-01,"1279_20m","34",2,0.122785596304104,0.45116298289856,0.774
"5599","20050601-1279_20m","Alona.sp",2005-06-01,"1279_20m","181",0,0,0,NA
"5600","20050601-1279_20m","Bo.Longer",2005-06-01,"1279_20m","1",107,6.56902940226959,12.700739110136,0.392914285714286
"5601","20050601-1279_20m","Cal. Naup",2005-06-01,"1279_20m","83",27,1.65760555010541,0.482343974650129,0.24975
"5602","20050601-1279_20m","Cerio.sp",2005-06-01,"1279_20m","189",0,0,0,NA
"5603","20050601-1279_20m","Ch.Sphae",2005-06-01,"1279_20m","13",0,0,0,NA
"5604","20050601-1279_20m","Clad eggs",2005-06-01,"1279_20m","993",139,8.53359894313526,4.51036311967627,NA
"5605","20050601-1279_20m","Cop eggs",2005-06-01,"1279_20m","994",91,5.58674463183675,0.674516534016782,NA
"5606","20050601-1279_20m","Cy.Scut",2005-06-01,"1279_20m","154",0,0,0,NA
"5607","20050601-1279_20m","Cycl.Naup",2005-06-01,"1279_20m","82",6,0.368356788912313,0.0585656944419428,0.18
"5608","20050601-1279_20m","Da.G.Men",2005-06-01,"1279_20m","9",2,0.122785596304104,0.874867047372492,0.954
"5609","20050601-1279_20m","Da.Long",2005-06-01,"1279_20m","7",0,0,0,NA
"5610","20050601-1279_20m","Da.Parv",2005-06-01,"1279_20m","125",0,0,0,NA
"5611","20050601-1279_20m","Da.Pulex",2005-06-01,"1279_20m","151",0,0,0,NA
"5612","20050601-1279_20m","Da.Retro",2005-06-01,"1279_20m","5",0,0,0,NA
"5613","20050601-1279_20m","Daph.sp",2005-06-01,"1279_20m","113",0,0,0,NA
"5614","20050601-1279_20m","Di.Ashlan",2005-06-01,"1279_20m","67",0,0,0,NA
"5615","20050601-1279_20m","Di.Minut",2005-06-01,"1279_20m","64",0,0,0,NA
"5616","20050601-1279_20m","Di.Oregon",2005-06-01,"1279_20m","58",2,0.122785596304104,0.570911782334769,0.864
"5617","20050601-1279_20m","Di.Reigh",2005-06-01,"1279_20m","79",0,0,0,NA
"5618","20050601-1279_20m","Di.Sicil",2005-06-01,"1279_20m","55",0,0,0,NA
"5619","20050601-1279_20m","Di.Sicilo",2005-06-01,"1279_20m","61",0,0,0,NA
"5620","20050601-1279_20m","Dia.Birg",2005-06-01,"1279_20m","15",0,0,0,NA
